PropertyType,Town,TotalBedrooms,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Mean_Price,Rent_Min_Price,Rent_Max_Price,Rent_Mean_Price,Downpayment,Repayment_Year,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Year,Net_Rent_Monthly,CoC_Return
Maisonette,Gozo - Ghajnsielem,3.0,2,4,1.5,2.0,172.5,0.0,16.0,0.0,195000,245000,220000.0,600,1100,812.5,55000.0,3158.53,263.21,40.62,40.62,81.25,4641.47,386.79,0.08
Apartment,Qawra,2.0,108,214,2.0,2.0,87.0,0.0,11.0,0.0,139000,371000,230583.33,600,1400,821.17,57645.83,3310.48,275.87,41.06,41.06,82.12,4572.75,381.06,0.08
Apartment,Qormi,1.0,10,3,1.0,1.0,60.5,0.0,6.0,0.0,150000,239000,191950.0,650,700,666.67,47987.5,2755.82,229.65,33.33,33.33,66.67,3644.21,303.68,0.08
Penthouse,Bugibba,3.0,2,12,1.5,2.0,117.5,0.0,64.0,0.0,300000,330000,315000.0,800,1950,1167.92,78750.0,4522.44,376.87,58.4,58.4,116.79,6689.59,557.47,0.08
Apartment,Rabat,3.0,48,35,2.0,2.0,131.0,0.0,11.0,0.0,254000,615000,298531.25,650,3000,1053.71,74632.81,4286.0,357.17,52.69,52.69,105.37,5829.61,485.8,0.08
Apartment,Safi,2.0,2,5,1.0,2.0,81.5,0.0,13.5,0.0,210000,233000,221500.0,650,950,820.0,55375.0,3180.07,265.01,41.0,41.0,82.0,4691.93,390.99,0.08
Maisonette,Balzan,3.0,8,12,2.0,2.0,140.0,0.0,32.0,0.0,270000,435000,386875.0,850,2200,1250.0,96718.75,5554.35,462.86,62.5,62.5,125.0,6445.65,537.14,0.07
Apartment,Attard,3.0,39,79,2.0,2.0,120.0,0.0,13.0,0.0,240000,420000,321692.31,750,1600,1082.03,80423.08,4618.53,384.88,54.1,54.1,108.2,5768.96,480.75,0.07
Maisonette,Zejtun,2.0,3,6,1.0,2.0,61.0,0.0,5.0,0.0,184500,266000,215500.0,700,800,716.67,53875.0,3093.93,257.83,35.83,35.83,71.67,3786.11,315.51,0.07
Maisonette,Gzira,3.0,9,10,2.0,2.0,92.0,0.0,0.0,0.0,265000,695000,418111.11,900,1800,1400.0,104527.78,6002.81,500.23,70.0,70.0,140.0,7437.19,619.77,0.07
Penthouse,Gozo - Xaghra,2.0,4,11,2.0,2.0,97.5,0.0,22.5,0.0,185000,355000,255500.0,600,1400,877.27,63875.0,3668.21,305.68,43.86,43.86,87.73,4753.59,396.13,0.07
Penthouse Duplex,Sliema,2.0,4,13,1.0,2.0,97.0,0.0,39.0,0.0,395000,795000,571250.0,1100,3000,1876.92,142812.5,8201.42,683.45,93.85,93.85,187.69,9817.01,818.08,0.07
Penthouse,Zebbug,2.0,8,10,2.0,2.0,101.5,0.0,34.0,0.0,271000,370000,318875.0,750,1500,1045.0,79718.75,4578.08,381.51,52.25,52.25,104.5,5453.92,454.49,0.07
Penthouse,Santa Venera,3.0,7,7,2.0,2.0,120.0,0.0,28.0,0.0,195000,499000,351571.43,850,1500,1157.14,87892.86,5047.5,420.62,57.86,57.86,115.71,6061.04,505.09,0.07
Penthouse,Qormi,2.0,15,6,2.0,2.0,80.0,0.0,32.0,0.0,212000,400000,286046.67,800,1100,958.33,71511.67,4106.76,342.23,47.92,47.92,95.83,5093.21,424.43,0.07
Penthouse,Mosta,3.0,19,23,2.0,2.0,127.0,0.0,34.0,0.0,350000,685000,465842.11,700,2700,1486.96,116460.53,6688.08,557.34,74.35,74.35,148.7,7586.74,632.23,0.07
Penthouse,Marsascala,3.0,16,23,2.0,2.0,116.0,0.0,25.0,0.0,350000,660000,440812.5,700,3300,1472.61,110203.12,6328.73,527.39,73.63,73.63,147.26,7808.33,650.69,0.07
Penthouse,Gozo - Ghajnsielem,1.0,3,4,1.0,1.0,47.0,0.0,11.0,0.0,165000,180000,171666.67,450,900,575.0,42916.67,2464.61,205.38,28.75,28.75,57.5,3055.39,254.62,0.07
Maisonette,Hamrun,2.0,8,4,2.0,1.5,103.0,0.0,27.5,0.0,159000,320000,249087.5,700,1000,850.0,62271.88,3576.14,298.01,42.5,42.5,85.0,4583.86,381.99,0.07
Penthouse,Balzan,3.0,10,5,2.0,3.0,137.5,0.0,33.5,0.0,360000,625000,468800.0,750,2500,1540.0,117200.0,6730.55,560.88,77.0,77.0,154.0,8053.45,671.12,0.07
Penthouse,Attard,2.0,7,11,2.0,2.0,89.0,0.0,29.0,0.0,297500,425000,361214.29,750,1900,1227.27,90303.57,5185.94,432.16,61.36,61.36,122.73,6595.85,549.65,0.07
Maisonette,Tarxien,2.0,4,2,2.0,2.0,118.5,0.0,17.0,0.0,255000,270000,261500.0,850,850,850.0,65375.0,3754.35,312.86,42.5,42.5,85.0,4405.65,367.14,0.07
Maisonette,Sliema,1.0,3,43,1.0,1.0,72.0,0.0,0.0,0.0,240000,310000,272666.67,700,1350,869.77,68166.67,3914.67,326.22,43.49,43.49,86.98,4435.13,369.59,0.07
Maisonette,Mosta,1.0,3,2,1.0,1.0,67.0,0.0,0.0,0.0,170000,218000,201666.67,650,700,675.0,50416.67,2895.32,241.28,33.75,33.75,67.5,3584.68,298.72,0.07
Maisonette,Mellieha,2.0,7,21,2.0,1.0,88.0,0.0,14.0,0.0,225000,313000,262857.14,650,1500,895.24,65714.28,3773.83,314.49,44.76,44.76,89.52,4820.47,401.71,0.07
Maisonette,Attard,2.0,4,16,2.0,2.0,83.0,0.0,22.0,0.0,245000,300000,275875.0,700,1300,893.75,68968.75,3960.73,330.06,44.69,44.69,89.38,4619.27,384.94,0.07
Apartment,Attard,2.0,15,33,2.0,2.0,90.0,0.0,8.0,0.0,223000,389000,271333.33,700,1400,922.73,67833.33,3895.52,324.63,46.14,46.14,92.27,4962.68,413.56,0.07
Apartment,Lija,3.0,6,27,2.0,2.0,125.0,0.0,21.0,0.0,340000,405000,365000.0,800,1600,1250.0,91250.0,5240.29,436.69,62.5,62.5,125.0,6759.71,563.31,0.07
Apartment,Mosta,1.0,6,11,2.0,1.0,68.5,0.0,2.5,0.0,185000,249000,219333.33,650,850,720.45,54833.33,3148.96,262.41,36.02,36.02,72.04,3767.36,313.95,0.07
Apartment,Gozo - Marsalforn,2.0,8,77,1.0,1.0,71.0,0.0,8.5,0.0,144000,268000,187437.5,450,1100,606.43,46859.38,2691.03,224.25,30.32,30.32,60.64,3130.69,260.89,0.07
Apartment,Mellieha,2.0,69,149,2.0,2.0,90.0,0.0,9.0,0.0,183000,575000,267702.9,83,1950,886.76,66925.73,3843.4,320.28,44.34,44.34,88.68,4669.49,389.12,0.07
Apartment,Marsaxlokk,3.0,45,21,2.0,2.0,121.0,0.0,17.0,0.0,198000,480000,267948.89,700,1200,892.86,66987.22,3846.93,320.58,44.64,44.64,89.29,4724.52,393.71,0.07
Apartment,Gozo - Xaghra,3.0,18,38,2.0,2.0,128.5,0.0,17.0,0.0,151000,365000,198944.44,450,1100,653.82,49736.11,2856.24,238.02,32.69,32.69,65.38,3420.43,285.04,0.07
Apartment,Gozo - Xewkija,3.0,12,17,2.5,2.0,133.5,0.0,18.0,0.0,145000,250000,190208.33,500,800,646.76,47552.08,2730.81,227.57,32.34,32.34,64.68,3478.08,289.84,0.07
Apartment,Gozo - Xlendi,3.0,3,15,2.0,2.0,124.0,0.0,15.0,0.0,186000,285000,219666.67,450,2300,743.33,54916.67,3153.75,262.81,37.17,37.17,74.33,3982.22,331.85,0.07
Farmhouse,Gozo - Nadur,3.0,2,3,0.5,4.0,134.5,0.0,167.5,0.0,370000,375000,372500.0,950,1500,1216.67,93125.0,5347.97,445.66,60.83,60.83,121.67,6332.06,527.67,0.07
Apartment,Balzan,3.0,59,39,2.0,2.0,135.0,0.0,17.0,0.0,240000,610000,366305.08,750,2300,1201.67,91576.27,5259.03,438.25,60.08,60.08,120.17,6277.0,523.08,0.07
Apartment,Gzira,4.0,4,16,2.0,2.0,154.5,0.0,25.5,0.0,335000,490000,443750.0,800,2000,1450.0,110937.5,6370.9,530.91,72.5,72.5,145.0,7549.1,629.09,0.07
Apartment,St Paul's Bay,2.0,129,198,2.0,2.0,87.0,0.0,12.0,0.0,145000,550000,258706.67,100,2000,849.44,64676.67,3714.24,309.52,42.47,42.47,84.94,4440.38,370.03,0.07
Apartment,St Paul's Bay,3.0,106,218,2.0,2.0,109.0,0.0,12.0,0.0,208000,990000,291386.79,150,2500,977.46,72846.7,4183.43,348.62,48.87,48.87,97.75,5200.19,433.35,0.07
Apartment,St Paul's Bay,4.0,2,8,2.0,2.0,160.0,0.0,7.0,0.0,265000,385000,325000.0,800,1500,1118.75,81250.0,4666.01,388.83,55.94,55.94,111.88,6073.99,506.17,0.07
Apartment,Manikata,3.0,14,26,2.0,2.0,115.0,0.0,25.0,0.0,299000,440000,359428.57,600,1900,1157.69,89857.14,5160.3,430.03,57.88,57.88,115.77,5953.52,496.13,0.07
Apartment,Swatar,3.0,20,56,2.0,2.0,132.0,0.0,20.0,0.0,250000,355000,304325.0,750,1300,1019.64,76081.25,4369.18,364.1,50.98,50.98,101.96,5419.36,451.61,0.07
Apartment,Ta' l-Ibragg,3.0,15,131,2.0,2.0,117.0,0.0,11.0,0.0,355000,850000,448600.0,750,3000,1456.87,112150.0,6440.54,536.71,72.84,72.84,145.69,7545.42,628.78,0.07
Apartment,Zejtun,3.0,34,5,2.0,2.0,112.5,0.0,15.0,0.0,179000,425000,254732.35,750,1000,840.0,63683.09,3657.18,304.77,42.0,42.0,84.0,4406.82,367.23,0.07
Apartment,Zebbug,2.0,21,26,2.0,2.0,89.0,0.0,10.0,0.0,209900,350000,249271.43,700,1300,851.54,62317.86,3578.78,298.23,42.58,42.58,85.15,4596.0,383.0,0.07
House of Character,Gharghur,3.0,6,7,2.0,3.0,175.0,0.0,37.0,0.0,465000,885000,670000.0,1100,5000,2300.0,167500.0,9619.17,801.6,115.0,115.0,230.0,12460.83,1038.4,0.07
Apartment,Valletta,3.0,4,13,2.0,2.0,102.0,0.0,2.5,0.0,495000,744000,596000.0,950,3300,2034.62,149000.0,8556.75,713.06,101.73,101.73,203.46,10975.6,914.63,0.07
Apartment,Siggiewi,2.0,5,10,2.0,1.5,87.0,0.0,12.0,0.0,189000,282000,238000.0,650,875,797.5,59500.0,3416.96,284.75,39.88,39.88,79.75,4239.04,353.25,0.07
Apartment,Birzebbuga,3.0,21,34,2.0,2.0,102.0,0.0,12.0,0.0,199000,430000,271619.05,700,1700,928.24,67904.76,3899.63,324.97,46.41,46.41,92.82,5011.48,417.62,0.07
Apartment,Gharghur,3.0,17,31,2.0,2.0,125.0,0.0,21.0,0.0,265000,1350000,494470.59,800,4000,1616.94,123617.65,7099.1,591.59,80.85,80.85,161.69,8423.53,701.96,0.07
Apartment,Siggiewi,3.0,26,21,2.0,2.0,105.0,0.0,12.5,0.0,229000,340000,291746.15,700,1200,985.71,72936.54,4188.59,349.05,49.29,49.29,98.57,5274.23,439.52,0.07
Apartment,Mosta,4.0,3,6,3.0,2.0,199.0,0.0,8.0,0.0,330000,350000,340000.0,800,1400,1125.0,85000.0,4881.37,406.78,56.25,56.25,112.5,5918.63,493.22,0.07
Apartment,Naxxar,3.0,32,95,2.0,2.0,110.0,0.0,10.0,0.0,250000,450000,313000.0,700,1600,1030.0,78250.0,4493.73,374.48,51.5,51.5,103.0,5394.27,449.52,0.07
Penthouse,Birkirkara,3.0,14,12,2.0,2.0,120.0,0.0,31.0,0.0,260000,495000,368857.14,900,2000,1166.67,92214.28,5295.67,441.31,58.33,58.33,116.67,5904.36,492.03,0.06
Apartment,Salina,3.0,2,8,1.0,2.0,108.5,0.0,20.0,0.0,245000,375000,310000.0,750,1500,937.5,77500.0,4450.66,370.89,46.88,46.88,93.75,4549.34,379.11,0.06
Maisonette,San Gwann,3.0,3,11,2.0,2.0,109.0,0.0,44.0,0.0,310000,480000,398333.33,800,2800,1245.45,99583.33,5718.86,476.57,62.27,62.27,124.55,6237.46,519.79,0.06
Apartment,Safi,3.0,10,9,2.0,2.0,112.0,0.0,14.0,0.0,225000,298000,256500.0,650,950,805.56,64125.0,3682.56,306.88,40.28,40.28,80.56,4050.81,337.57,0.06
Apartment,Rabat,2.0,14,16,2.0,2.0,100.0,0.0,9.0,0.0,230000,385000,269985.71,700,1150,859.38,67496.43,3876.18,323.01,42.97,42.97,85.94,4373.87,364.49,0.06
Penthouse,Gozo - Sannat,2.0,5,8,2.0,2.0,77.0,0.0,23.0,0.0,155000,398000,232200.0,600,1000,715.62,58050.0,3333.69,277.81,35.78,35.78,71.56,3536.26,294.69,0.06
Apartment,Qrendi,2.0,9,2,2.0,1.5,87.0,0.0,12.0,0.0,184000,300000,230555.56,650,750,700.0,57638.89,3310.08,275.84,35.0,35.0,70.0,3409.92,284.16,0.06
Apartment,Bugibba,2.0,17,160,2.0,2.0,82.0,0.0,15.0,0.0,180000,394000,249823.53,600,1600,784.94,62455.88,3586.71,298.89,39.25,39.25,78.49,3948.72,329.06,0.06
Penthouse,Gozo - Marsalforn,2.0,4,9,2.0,2.0,94.0,0.0,10.5,0.0,234000,295000,259750.0,600,1100,788.89,64937.5,3729.22,310.77,39.44,39.44,78.89,3844.12,320.34,0.06
Apartment,Burmarrad,2.0,7,5,2.0,1.0,68.0,0.0,7.0,0.0,192000,306000,238500.0,650,750,710.0,59625.0,3424.14,285.34,35.5,35.5,71.0,3391.86,282.66,0.06
Apartment,Tigne Point,3.0,9,65,2.0,2.0,180.0,0.0,24.0,0.0,799000,2150000,1314222.22,250,8000,4039.38,328555.56,18868.25,1572.35,201.97,201.97,403.94,19909.8,1659.15,0.06
Apartment,Valletta,2.0,15,56,1.0,2.0,84.0,0.0,3.0,0.0,350000,900000,579000.0,80,6000,1753.12,144750.0,8312.68,692.72,87.66,87.66,175.31,8517.27,709.77,0.06
Apartment,Marsascala,3.0,151,247,2.0,2.0,113.0,0.0,14.0,0.0,198000,585000,305873.51,55,2000,943.68,76468.38,4391.42,365.95,47.18,47.18,94.37,4667.91,388.99,0.06
Maisonette,Xghajra,3.0,6,3,2.0,2.0,99.0,0.0,16.0,0.0,256000,400000,296333.33,800,1200,933.33,74083.33,4254.45,354.54,46.67,46.67,93.33,4705.52,392.13,0.06
Apartment,Mqabba,3.0,9,4,2.0,2.0,118.0,0.0,10.0,0.0,215000,399000,276444.44,750,900,837.5,69111.11,3968.9,330.74,41.88,41.88,83.75,4071.1,339.26,0.06
Apartment,Mosta,3.0,112,138,2.0,2.0,115.0,0.0,17.0,0.0,209000,488000,329227.68,700,1650,998.22,82306.92,4726.71,393.89,49.91,49.91,99.82,4856.2,404.68,0.06
Townhouse,Cospicua,3.0,15,4,2.0,2.5,130.0,0.0,11.0,0.0,175000,639000,468600.0,950,1600,1400.0,117150.0,6727.68,560.64,70.0,70.0,140.0,6712.32,559.36,0.06
Penthouse,Kalkara,2.0,4,2,2.0,1.5,85.0,0.5,26.5,0.5,293000,375000,330250.0,900,1200,1050.0,82562.5,4741.39,395.12,52.5,52.5,105.0,5338.61,444.88,0.06
Penthouse,Gzira,3.0,10,25,2.0,2.0,106.5,0.0,16.5,0.0,300000,1050000,548400.0,1000,3000,1664.0,137100.0,7873.36,656.11,83.2,83.2,166.4,8101.04,675.09,0.06
Maisonette,Ta' l-Ibragg,3.0,9,34,2.0,2.0,134.0,0.0,28.0,0.0,350000,535000,443777.78,700,2000,1346.53,110944.44,6371.3,530.94,67.33,67.33,134.65,6555.38,546.28,0.06
Penthouse,Kappara,1.0,2,3,2.0,1.0,26.5,0.0,16.0,0.0,245000,352000,298500.0,700,1100,933.33,74625.0,4285.55,357.13,46.67,46.67,93.33,4674.41,389.53,0.06
Apartment,Sliema,1.0,19,309,1.0,1.0,57.0,0.0,7.0,0.0,225000,570000,316368.42,100,1800,956.8,79092.1,4542.09,378.51,47.84,47.84,95.68,4643.19,386.93,0.06
Apartment,Xemxija,3.0,14,64,2.0,2.0,119.0,0.0,10.0,0.0,270000,734000,392642.86,750,2800,1187.58,98160.72,5637.16,469.76,59.38,59.38,118.76,5763.61,480.3,0.06
Maisonette,Swatar,3.0,8,17,2.0,2.0,118.0,0.0,40.0,0.0,335000,361500,344812.5,800,1350,1044.12,86203.12,4950.46,412.54,52.21,52.21,104.41,5073.09,422.76,0.06
Maisonette,Swatar,2.0,5,19,2.0,2.0,0.0,0.0,8.0,0.0,287000,303000,296600.0,700,1200,907.89,74150.0,4258.28,354.86,45.39,45.39,90.79,4457.47,371.46,0.06
Maisonette,St Paul's Bay,3.0,9,9,2.0,2.0,102.0,0.0,29.0,0.0,230000,700000,333888.89,750,1750,1027.78,83472.22,4793.63,399.47,51.39,51.39,102.78,5073.06,422.75,0.06
Penthouse,Luqa,2.0,10,3,2.0,2.0,90.0,0.0,22.0,0.0,215000,372000,282800.0,800,900,866.67,70700.0,4060.15,338.35,43.33,43.33,86.67,4259.88,354.99,0.06
Maisonette,Sliema,3.0,6,19,2.0,2.0,101.0,0.0,11.0,0.0,320000,890000,538333.33,1000,2500,1592.11,134583.33,7728.83,644.07,79.61,79.61,159.21,7555.42,629.62,0.06
Maisonette,Zurrieq,3.0,6,9,2.0,2.0,126.5,0.0,28.5,0.0,239000,399000,307000.0,650,2000,955.56,76750.0,4407.59,367.3,47.78,47.78,95.56,4765.79,397.15,0.06
Maisonette Duplex,Bugibba,3.0,2,2,2.5,2.0,136.0,0.0,30.0,0.0,290000,290000,290000.0,700,1000,850.0,72500.0,4163.52,346.96,42.5,42.5,85.0,3996.48,333.04,0.06
Maisonette,Sliema,2.0,8,53,2.0,2.0,72.0,0.0,2.0,0.0,280000,585000,368250.0,700,2700,1145.85,92062.5,5286.95,440.58,57.29,57.29,114.58,5713.21,476.1,0.06
Apartment,Birzebbuga,2.0,19,22,1.0,1.0,74.0,0.0,6.0,0.0,176000,308000,250157.89,650,1200,754.55,62539.47,3591.51,299.29,37.73,37.73,75.46,3652.17,304.35,0.06
Terraced House,Gozo - Nadur,3.0,6,4,3.0,2.0,133.0,0.0,24.5,0.0,285000,515000,346666.67,850,1350,1087.5,86666.67,4977.08,414.76,54.38,54.38,108.75,5462.92,455.24,0.06
Apartment,Gozo - Sannat,3.0,17,17,2.0,2.0,113.0,0.0,14.0,0.0,135000,398000,215411.76,500,1100,683.82,53852.94,3092.66,257.72,34.19,34.19,68.38,3472.01,289.33,0.06
House of Character,Birkirkara,2.0,5,2,1.0,2.0,110.0,0.0,22.0,0.0,229000,530000,332200.0,850,1200,1025.0,83050.0,4769.38,397.45,51.25,51.25,102.5,5070.62,422.55,0.06
Penthouse,Swieqi,2.0,14,56,2.0,2.0,94.0,0.0,25.0,0.0,305000,635000,465285.71,800,2200,1427.68,116321.43,6680.09,556.67,71.38,71.38,142.77,7025.64,585.47,0.06
Maisonette,Bugibba,1.0,3,4,1.0,1.0,52.0,0.0,6.0,0.0,150000,385000,240333.33,650,800,725.0,60083.33,3450.46,287.54,36.25,36.25,72.5,3509.54,292.46,0.06
Penthouse,San Gwann,1.0,6,14,1.0,1.0,53.5,0.0,48.5,0.0,235000,330000,271666.67,700,1200,850.0,67916.67,3900.31,325.03,42.5,42.5,85.0,4259.69,354.97,0.06
Townhouse,Birkirkara,2.0,8,4,2.0,3.0,110.0,0.0,15.0,0.0,239000,355000,313000.0,800,1300,995.0,78250.0,4493.73,374.48,49.75,49.75,99.5,5058.27,421.52,0.06
Apartment,Gozo - Marsalforn,3.0,8,78,2.0,2.0,80.0,0.0,22.5,0.0,150000,280000,219125.0,450,1300,679.87,54781.25,3145.97,262.16,33.99,33.99,67.99,3380.78,281.73,0.06
Penthouse,St Julian's,3.0,10,45,2.0,2.0,121.0,0.0,22.5,0.0,285000,1275000,697500.0,900,4500,2084.44,174375.0,10013.99,834.5,104.22,104.22,208.44,9996.64,833.05,0.06
Penthouse,St Paul's Bay,1.0,10,21,1.0,1.0,49.5,0.0,28.0,0.0,200000,532000,273400.0,650,1500,811.9,68350.0,3925.19,327.1,40.6,40.6,81.19,3869.05,322.42,0.06
Apartment,Fort Cambridge,3.0,41,66,2.0,2.0,165.0,0.0,30.0,0.0,740000,1900000,1039073.17,2300,5750,3288.64,259768.29,14917.94,1243.16,164.43,164.43,328.86,16653.0,1387.75,0.06
Maisonette,Naxxar,3.0,5,26,2.0,2.0,140.0,0.0,32.0,0.0,295000,439000,361800.0,750,2200,1148.08,90450.0,5194.35,432.86,57.4,57.4,114.81,5827.22,485.6,0.06
Apartment,Ghaxaq,2.0,13,2,2.0,1.0,98.0,50.0,9.0,0.0,220000,245000,228923.08,700,750,725.0,57230.77,3286.64,273.89,36.25,36.25,72.5,3673.36,306.11,0.06
Maisonette,Ghaxaq,3.0,8,4,2.0,2.0,119.0,0.0,27.5,0.0,260000,383000,311375.0,700,1350,975.0,77843.75,4470.4,372.53,48.75,48.75,97.5,4889.6,407.47,0.06
Apartment,Bahar Ic-Caghaq,3.0,5,44,2.0,2.0,119.0,0.0,10.0,0.0,350000,689000,437000.0,650,2350,1357.95,109250.0,6273.99,522.83,67.9,67.9,135.8,6762.33,563.53,0.06
Penthouse,Swieqi,1.0,5,22,1.0,1.0,60.0,0.0,28.5,0.0,275000,499000,352800.0,700,1650,1121.59,88200.0,5065.14,422.09,56.08,56.08,112.16,5702.13,475.18,0.06
Townhouse,Zebbug,3.0,13,3,2.0,2.0,131.0,0.0,13.0,0.0,239000,2118000,618692.31,1000,3000,1900.0,154673.08,8882.55,740.21,95.0,95.0,190.0,9357.45,779.79,0.06
Maisonette,Kappara,2.0,2,11,2.5,1.0,102.5,0.0,35.5,0.0,290000,450000,370000.0,700,1700,1090.91,92500.0,5312.08,442.67,54.55,54.55,109.09,5160.66,430.05,0.06
Penthouse,Ta' l-Ibragg,2.0,2,19,2.0,2.0,82.5,0.0,41.0,0.0,450000,650000,550000.0,1050,2400,1623.68,137500.0,7896.33,658.03,81.18,81.18,162.37,7691.0,640.92,0.06
Apartment,Gudja,2.0,5,21,2.0,1.0,109.0,0.0,20.0,0.0,239500,287000,267700.0,700,1000,802.38,66925.0,3843.36,320.28,40.12,40.12,80.24,3859.49,321.62,0.06
Apartment,Zebbug,3.0,52,72,2.0,2.0,114.0,0.0,15.0,0.0,240000,372000,297980.77,700,1500,912.57,74495.19,4278.1,356.51,45.63,45.63,91.26,4482.57,373.55,0.06
Apartment,Iklin,3.0,11,26,2.0,2.0,100.0,0.0,16.0,0.0,260000,380000,333818.18,700,1250,1023.08,83454.54,4792.62,399.38,51.15,51.15,102.31,5028.95,419.08,0.06
House of Character,Qormi,3.0,14,2,1.0,3.5,123.0,25.0,30.0,25.0,159000,1600000,577071.43,1400,2250,1825.0,144267.86,8285.0,690.42,91.25,91.25,182.5,9235.0,769.58,0.06
Apartment,Xghajra,3.0,12,24,2.0,2.0,120.0,0.0,10.0,0.0,245000,314000,279358.33,700,1200,857.92,69839.58,4010.74,334.23,42.9,42.9,85.79,4225.29,352.11,0.06
Apartment,Zurrieq,3.0,14,23,2.0,2.0,115.0,0.0,6.5,0.0,223000,295000,264307.14,55,1200,823.7,66076.78,3794.65,316.22,41.18,41.18,82.37,4112.87,342.74,0.06
Apartment,Zurrieq,2.0,22,17,2.0,1.0,88.5,0.0,9.0,0.0,190000,360000,254177.27,700,1000,773.53,63544.32,3649.21,304.1,38.68,38.68,77.35,3776.67,314.72,0.06
Penthouse Duplex,Swieqi,3.0,3,3,2.0,2.0,105.0,0.0,45.0,0.0,435000,590000,508333.33,1400,1800,1566.67,127083.33,7298.13,608.18,78.33,78.33,156.67,7741.91,645.16,0.06
Apartment,Kalkara,3.0,25,17,2.0,2.0,120.0,0.0,12.0,0.0,223000,1300000,406600.0,750,3000,1292.65,101650.0,5837.54,486.46,64.63,64.63,129.27,6571.9,547.66,0.06
Apartment,Bugibba,1.0,7,17,1.0,1.0,40.0,0.0,0.0,0.0,139000,630000,232142.86,70,950,654.12,58035.72,3332.87,277.74,32.71,32.71,65.41,2946.68,245.56,0.05
Apartment,Gozo - Kercem,2.0,2,4,2.5,2.0,133.0,0.0,23.5,0.0,190000,255000,222500.0,500,700,612.5,55625.0,3194.43,266.2,30.62,30.62,61.25,2685.57,223.8,0.05
Terraced House,Gozo - Xewkija,4.0,4,7,4.0,2.0,210.5,0.0,88.0,0.0,298000,490000,386000.0,795,1300,1049.29,96500.0,5541.79,461.82,52.46,52.46,104.93,4531.39,377.62,0.05
Apartment,Gozo - Ghajnsielem,3.0,20,46,2.0,2.0,118.0,0.0,12.0,0.0,140000,795000,232000.0,495,2000,664.57,58000.0,3330.82,277.57,33.23,33.23,66.46,3049.06,254.09,0.05
Apartment,Cospicua,1.0,3,2,1.0,1.0,55.0,21.0,0.0,0.0,157300,390000,249100.0,700,750,725.0,62275.0,3576.32,298.03,36.25,36.25,72.5,3383.68,281.97,0.05
Penthouse,Gozo - Victoria,2.0,7,14,2.0,2.0,86.0,0.0,29.0,0.0,180000,330000,262428.57,550,1200,764.29,65607.14,3767.68,313.97,38.21,38.21,76.43,3569.51,297.46,0.05
Townhouse,Cospicua,4.0,6,2,3.0,3.0,140.0,62.5,5.0,40.0,325000,990000,655666.67,1700,1800,1750.0,163916.67,9413.39,784.45,87.5,87.5,175.0,7386.61,615.55,0.05
Apartment,Cospicua,2.0,4,4,1.0,1.0,62.0,0.0,3.5,0.0,190000,295000,227750.0,70,850,617.5,56937.5,3269.8,272.48,30.88,30.88,61.75,2658.2,221.52,0.05
Penthouse,Gozo - Victoria,3.0,6,2,3.0,2.5,108.0,0.0,25.5,0.0,175000,500000,330833.33,700,1200,950.0,82708.33,4749.76,395.81,47.5,47.5,95.0,4370.24,364.19,0.05
Apartment,Burmarrad,3.0,18,5,2.0,2.0,110.5,0.0,12.0,0.0,250000,446000,337000.0,800,1200,970.0,84250.0,4838.3,403.19,48.5,48.5,97.0,4473.7,372.81,0.05
Apartment,Pender Place,1.0,3,13,1.0,1.0,90.0,0.0,20.0,0.0,499000,525000,511333.33,900,1650,1367.69,127833.33,7341.2,611.77,68.38,68.38,136.77,5788.63,482.39,0.05
Penthouse,Zabbar,3.0,13,4,2.0,2.0,111.0,55.0,31.0,8.0,235000,450000,346769.23,900,1000,925.0,86692.31,4978.55,414.88,46.25,46.25,92.5,3901.45,325.12,0.05
Penthouse,Gozo - Xewkija,3.0,2,2,3.0,2.0,129.5,0.0,28.0,0.0,160000,325000,242500.0,700,700,700.0,60625.0,3481.56,290.13,35.0,35.0,70.0,3238.44,269.87,0.05
Townhouse,Mosta,2.0,2,3,1.0,2.0,83.0,0.0,18.0,0.0,375000,615000,495000.0,1000,1800,1433.33,123750.0,7106.7,592.22,71.67,71.67,143.33,6653.27,554.44,0.05
Apartment,Mellieha,3.0,119,169,2.0,2.0,140.0,0.0,18.0,0.0,235000,899000,411142.86,74,2600,1144.22,102785.72,5902.76,491.9,57.21,57.21,114.42,5081.75,423.48,0.05
Penthouse,Guardamangia,2.0,4,3,2.0,2.0,93.0,0.0,54.0,0.0,295000,659000,388500.0,800,1300,1066.67,97125.0,5577.68,464.81,53.33,53.33,106.67,4662.35,388.53,0.05
Penthouse,Gzira,2.0,19,70,2.0,2.0,86.0,0.0,29.0,0.0,280000,950000,414263.16,70,2200,1192.21,103565.79,5947.56,495.63,59.61,59.61,119.22,5497.65,458.14,0.05
Apartment,Luqa,3.0,17,11,2.0,2.0,135.0,0.0,12.0,0.0,255000,340000,286647.06,250,1250,818.18,71661.76,4115.38,342.95,40.91,40.91,81.82,3739.15,311.6,0.05
