PropertyType,Town,TotalBedrooms,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Mean_Price,Rent_Min_Price,Rent_Max_Price,Rent_Mean_Price,Downpayment,Repayment_Year,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Year,Net_Rent_Monthly,CoC_Return
Villa Semi-detached,Mosta,3.0,2,2,5.0,2.5,170.0,0.0,140.0,0.0,980000,980000,980000.0,1600,2500,2050.0,245000.0,14069.83,1172.49,102.5,102.5,205.0,5610.17,467.51,0.02
Villa Detached,Kappara,3.0,2,4,2.5,3.0,325.0,0.0,250.0,0.0,990000,1800000,1395000.0,1950,3000,2687.5,348750.0,20027.97,1669.0,134.38,134.38,268.75,5772.03,481.0,0.02
Townhouse,Luqa,3.0,3,5,2.0,2.0,160.0,0.0,20.0,0.0,480000,700000,570000.0,875,1800,1215.0,142500.0,8183.47,681.96,60.75,60.75,121.5,3480.53,290.04,0.02
Townhouse,Gozo - Victoria,3.0,2,6,0.5,2.0,167.5,0.0,4.0,0.0,192000,495000,343500.0,575,800,687.5,85875.0,4931.62,410.97,34.38,34.38,68.75,1668.38,139.03,0.02
Townhouse,Gozo - Victoria,4.0,2,2,3.0,3.5,123.5,0.0,212.0,0.0,240000,795000,517500.0,800,1300,1050.0,129375.0,7429.73,619.14,52.5,52.5,105.0,2650.27,220.86,0.02
Terraced House,Zabbar,3.0,9,4,2.0,1.5,157.5,0.0,45.0,0.0,446500,855000,622055.56,1200,1500,1300.0,155513.89,8930.83,744.24,65.0,65.0,130.0,3549.17,295.76,0.02
Terraced House,Marsascala,3.0,2,6,2.0,2.5,177.5,0.0,22.5,0.0,680000,699000,689500.0,900,2000,1366.67,172375.0,9899.13,824.93,68.33,68.33,136.67,3220.9,268.41,0.02
Terraced House,Ta' l-Ibragg,3.0,2,3,2.5,3.0,156.0,0.0,16.0,0.0,750000,780000,765000.0,750,2500,1483.33,191250.0,10983.08,915.26,74.17,74.17,148.33,3256.89,271.41,0.02
House of Character,Zurrieq,3.0,2,2,2.0,2.0,161.0,0.0,54.0,0.0,730000,730000,730000.0,1500,1500,1500.0,182500.0,10480.59,873.38,75.0,75.0,150.0,3919.41,326.62,0.02
Villa Semi-detached,Swieqi,4.0,3,6,3.0,3.5,260.0,0.0,241.0,0.0,1275000,1950000,1541666.67,1165,8700,3294.17,385416.67,22133.66,1844.47,164.71,164.71,329.42,9490.37,790.86,0.02
Maisonette,Xemxija,3.0,3,8,2.0,2.0,110.0,0.0,2.0,0.0,250000,750000,493333.33,700,1700,1018.75,123333.33,7082.77,590.23,50.94,50.94,101.88,2697.23,224.77,0.02
Penthouse,Burmarrad,3.0,7,2,2.0,2.0,117.5,0.0,26.5,0.0,301000,950000,523285.71,800,1300,1050.0,130821.43,7512.8,626.07,52.5,52.5,105.0,2567.2,213.93,0.02
Apartment,Tigne Point,2.0,2,26,2.0,2.0,149.5,0.0,11.0,0.0,1350000,1675000,1512500.0,150,7000,3153.08,378125.0,21714.91,1809.58,157.65,157.65,315.31,8554.65,712.89,0.02
Maisonette,Kappara,3.0,2,6,2.0,2.0,96.5,0.0,86.5,0.0,550000,565000,557500.0,800,1600,1166.67,139375.0,8004.01,667.0,58.33,58.33,116.67,3196.02,266.34,0.02
Penthouse,Gharghur,2.0,3,10,2.0,2.0,73.0,0.0,32.0,0.0,390000,840000,635000.0,800,2500,1225.0,158750.0,9116.67,759.72,61.25,61.25,122.5,2643.33,220.28,0.02
Penthouse,Gozo - Ghajnsielem,2.0,9,12,2.0,2.0,94.0,0.0,31.0,0.0,200000,530000,333777.78,500,900,679.17,83444.45,4792.04,399.34,33.96,33.96,67.92,1728.0,144.0,0.02
Penthouse,Gozo - Nadur,2.0,5,2,2.0,1.0,156.0,0.0,51.0,0.0,275000,468000,325800.0,600,650,625.0,81450.0,4677.5,389.79,31.25,31.25,62.5,1322.5,110.21,0.02
Penthouse,Gozo - Xaghra,3.0,5,3,2.0,2.0,115.0,0.0,56.0,0.0,250000,500000,406000.0,700,900,766.67,101500.0,5828.93,485.74,38.33,38.33,76.67,1531.1,127.59,0.02
Apartment,Paceville,1.0,2,5,1.0,2.0,56.5,0.0,6.5,0.0,220000,500000,360000.0,700,800,760.0,90000.0,5168.51,430.71,38.0,38.0,76.0,2127.49,177.29,0.02
House of Character,Zejtun,2.0,6,2,1.0,1.5,100.0,0.0,17.5,0.0,244000,830000,409500.0,800,850,825.0,102375.0,5879.18,489.93,41.25,41.25,82.5,2040.82,170.07,0.02
Penthouse,Mgarr,3.0,4,8,2.0,2.0,116.5,0.0,29.0,0.0,480000,704000,573500.0,700,1700,1156.25,143375.0,8233.72,686.14,57.81,57.81,115.62,2866.28,238.86,0.02
Apartment,Madliena,2.0,3,11,2.0,2.0,120.0,0.0,40.0,0.0,475000,1100000,720000.0,800,2000,1472.73,180000.0,10337.02,861.42,73.64,73.64,147.27,3801.19,316.77,0.02
Apartment,Ta' Xbiex,3.0,7,90,3.0,2.0,149.0,0.0,30.0,0.0,320000,1800000,1162857.14,757,5700,2389.8,290714.28,16695.1,1391.26,119.49,119.49,238.98,6246.98,520.58,0.02
Penthouse,Xemxija,3.0,2,9,2.0,2.0,140.5,0.0,46.0,0.0,575000,850000,712500.0,700,2500,1394.44,178125.0,10229.34,852.44,69.72,69.72,139.44,3157.28,263.11,0.02
Penthouse Duplex,Mellieha,3.0,4,2,2.5,2.5,166.5,0.0,102.5,0.0,755000,970000,891250.0,800,2900,1850.0,222812.5,12795.65,1066.3,92.5,92.5,185.0,4964.35,413.7,0.02
House of Character,Zebbug,3.0,12,9,2.0,3.0,199.0,0.0,140.0,0.0,390000,2295000,975500.0,980,3800,1894.44,243875.0,14005.22,1167.1,94.72,94.72,189.44,4181.4,348.45,0.02
House of Character,Gozo - Xaghra,3.0,2,15,3.5,3.0,137.5,0.0,97.5,0.0,690000,720000,705000.0,850,2500,1423.33,176250.0,10121.66,843.47,71.17,71.17,142.33,3542.31,295.19,0.02
House of Character,Naxxar,3.0,3,6,3.0,2.0,217.5,0.0,58.0,0.0,635000,955000,838333.33,900,2750,1691.67,209583.33,12035.92,1002.99,84.58,84.58,169.17,4204.11,350.34,0.02
Terraced House,Birkirkara,3.0,3,10,2.0,2.0,175.0,0.0,25.0,0.0,425000,637000,540333.33,815,1500,1146.5,135083.33,7757.55,646.46,57.32,57.32,114.65,3248.85,270.74,0.02
Penthouse Duplex,St Julian's,3.0,2,8,3.5,3.0,284.0,0.0,162.5,0.0,590000,2200000,1395000.0,2000,3500,2812.5,348750.0,20027.97,1669.0,140.62,140.62,281.25,6972.03,581.0,0.02
House of Character,Zabbar,3.0,2,2,3.0,3.5,232.0,80.0,118.0,2.5,478000,1150000,814000.0,1300,1350,1325.0,203500.0,11686.57,973.88,66.25,66.25,132.5,1033.43,86.12,0.01
Farmhouse,Gozo - Xewkija,3.0,2,3,3.5,2.0,126.5,0.0,109.5,0.0,230000,680000,455000.0,200,1350,816.67,113750.0,6532.42,544.37,40.83,40.83,81.67,1307.61,108.97,0.01
Townhouse,Valletta,4.0,2,2,5.0,3.5,277.0,0.0,61.0,0.0,1500000,1800000,1650000.0,2000,4000,3000.0,412500.0,23689.0,1974.08,150.0,150.0,300.0,5111.0,425.92,0.01
Maisonette,Gharghur,3.0,4,9,2.0,2.0,171.0,0.0,78.5,0.0,479000,638000,584250.0,750,1400,1016.11,146062.5,8388.06,699.0,50.81,50.81,101.61,1366.6,113.88,0.01
House of Character,Mosta,2.0,3,2,0.0,2.5,118.0,35.0,40.0,17.5,314000,650000,486333.33,700,900,800.0,121583.33,6982.27,581.86,40.0,40.0,80.0,697.73,58.14,0.01
House of Character,Gozo - Xaghra,4.0,2,13,4.0,4.0,273.5,0.0,531.5,0.0,560000,1050000,805000.0,1000,1950,1407.69,201250.0,11557.36,963.11,70.38,70.38,140.77,1956.46,163.04,0.01
Townhouse,St Julian's,2.0,2,7,0.5,2.0,89.0,0.0,33.5,0.0,550000,1495000,1022500.0,850,4000,1735.71,255625.0,14680.0,1223.33,86.79,86.79,173.57,1982.82,165.23,0.01
Maisonette,Gozo - Nadur,3.0,5,4,2.0,1.5,142.0,0.0,24.0,0.0,230000,341500,286900.0,450,650,537.5,71725.0,4119.01,343.25,26.88,26.88,53.75,1040.99,86.75,0.01
House of Character,Gozo - Sannat,3.0,4,4,4.0,3.0,165.0,0.0,86.0,0.0,355000,730000,588750.0,650,1300,1087.5,147187.5,8452.66,704.39,54.38,54.38,108.75,1987.34,165.61,0.01
House of Character,Gozo - Ghasri,5.0,2,3,5.5,6.0,247.5,0.0,222.0,0.0,598000,698000,648000.0,700,1400,1166.67,162000.0,9303.32,775.28,58.33,58.33,116.67,1896.72,158.06,0.01
Apartment,Senglea,2.0,3,12,2.0,1.0,115.0,0.0,52.0,0.0,250000,1000000,716666.67,700,2100,1322.5,179166.67,10289.16,857.43,66.12,66.12,132.25,2406.84,200.57,0.01
Townhouse,Balzan,3.0,4,3,2.0,3.0,400.0,0.0,12.0,0.0,399000,2200000,1311000.0,1500,4300,2466.67,327750.0,18821.98,1568.5,123.33,123.33,246.67,4858.05,404.84,0.01
Terraced House,Gozo - Xaghra,3.0,7,4,4.0,2.0,179.0,0.0,45.0,0.0,380000,1000000,480000.0,600,1000,812.5,120000.0,6891.34,574.28,40.62,40.62,81.25,908.66,75.72,0.01
Terraced House,Mellieha,3.0,4,9,3.0,2.0,204.5,0.0,34.5,0.0,608000,850000,716750.0,800,1800,1300.0,179187.5,10290.36,857.53,65.0,65.0,130.0,2189.64,182.47,0.01
Townhouse,Mosta,3.0,6,4,2.0,2.0,202.5,0.0,22.5,0.0,280000,1850000,848166.67,900,1900,1400.0,212041.67,12177.1,1014.76,70.0,70.0,140.0,1262.9,105.24,0.01
Penthouse,Gharghur,3.0,3,8,3.0,2.0,177.0,0.0,52.0,0.0,1300000,2000000,1533333.33,1000,9000,2762.5,383333.33,22014.02,1834.5,138.12,138.12,276.25,4505.98,375.5,0.01
Penthouse,Madliena,3.0,4,5,2.0,2.0,153.0,0.0,74.0,0.0,770000,1500000,1317500.0,1400,3500,2460.0,329375.0,18915.31,1576.28,123.0,123.0,246.0,4700.69,391.72,0.01
Townhouse,Birzebbuga,3.0,3,2,1.5,2.0,140.0,0.0,31.5,0.0,410000,425000,420000.0,700,800,750.0,105000.0,6029.93,502.49,37.5,37.5,75.0,1170.07,97.51,0.01
Penthouse,San Pawl tat Targa,2.0,4,7,2.0,2.0,105.5,115.0,86.0,15.0,700000,900000,800000.0,800,1600,1364.29,200000.0,11485.57,957.13,68.21,68.21,136.43,1611.61,134.3,0.01
Apartment,St Julian's,4.0,4,26,3.5,2.0,225.0,0.0,27.5,0.0,325000,2200000,1152500.0,700,5000,1752.88,288125.0,16546.41,1378.87,87.64,87.64,175.29,281.24,23.44,0.0
Terraced House,Gozo - Victoria,4.0,3,3,2.0,2.0,279.0,0.0,62.0,0.0,530000,750000,618333.33,695,1200,915.0,154583.33,8877.39,739.78,45.75,45.75,91.5,-93.39,-7.78,-0.0
Terraced House,Birzebbuga,3.0,2,3,2.5,2.0,181.5,0.0,57.5,0.0,595000,637000,616000.0,700,1100,933.33,154000.0,8843.89,736.99,46.67,46.67,93.33,116.08,9.67,0.0
Terraced House,San Gwann,3.0,2,8,2.5,2.0,165.0,0.0,10.0,0.0,720000,995000,857500.0,1000,2500,1350.0,214375.0,12311.1,1025.92,67.5,67.5,135.0,648.9,54.08,0.0
Penthouse,Ta' l-Ibragg,3.0,2,14,2.5,2.0,195.0,0.0,75.0,0.0,1238000,1550000,1394000.0,1000,2750,2067.86,348500.0,20013.61,1667.8,103.39,103.39,206.79,-162.16,-13.51,-0.0
Penthouse,Sliema,1.0,5,85,1.0,1.0,71.0,0.0,44.0,0.0,375000,1800000,831600.0,155,3800,1273.29,207900.0,11939.25,994.94,63.66,63.66,127.33,284.33,23.69,0.0
Terraced House,Gharghur,3.0,2,2,3.0,2.0,302.0,0.0,25.0,0.0,955000,957000,956000.0,1300,1500,1400.0,239000.0,13725.26,1143.77,70.0,70.0,140.0,-285.26,-23.77,-0.0
Terraced House,Gozo - Victoria,3.0,8,10,2.5,2.0,195.0,0.0,52.0,0.0,335000,960000,520625.0,650,1400,835.3,130156.25,7474.6,622.88,41.76,41.76,83.53,544.28,45.36,0.0
House of Character,Attard,4.0,2,3,2.0,3.0,280.0,0.0,250.0,0.0,1600000,1600000,1600000.0,1400,3500,2233.33,400000.0,22971.15,1914.26,111.67,111.67,223.33,-1531.18,-127.6,-0.0
Farmhouse,Gozo - Gharb,4.0,2,10,2.5,4.0,96.5,0.0,188.5,0.0,1100000,1270000,1185000.0,140,3500,1714.0,296250.0,17013.01,1417.75,85.7,85.7,171.4,-558.61,-46.55,-0.0
Bungalow Detached,Santa Maria Estate,3.0,2,2,2.0,2.0,435.0,0.0,805.5,0.0,2100000,2490000,2295000.0,3300,3500,3400.0,573750.0,32949.24,2745.77,170.0,170.0,340.0,-309.24,-25.77,-0.0
Townhouse,Santa Venera,4.0,2,2,2.5,2.5,257.5,0.0,21.5,0.0,370000,800000,585000.0,800,1100,950.0,146250.0,8398.83,699.9,47.5,47.5,95.0,721.17,60.1,0.0
Townhouse,Mosta,4.0,2,2,2.5,3.0,190.0,0.0,201.5,0.0,690000,1100000,895000.0,152,2500,1326.0,223750.0,12849.49,1070.79,66.3,66.3,132.6,-119.89,-9.99,-0.0
Apartment,Gozo - San Lawrenz,2.0,5,4,3.0,2.0,131.0,0.0,45.0,0.0,460000,795000,586000.0,500,1100,800.0,146500.0,8413.18,701.1,40.0,40.0,80.0,-733.18,-61.1,-0.01
Townhouse,Siggiewi,3.0,5,2,1.5,1.5,170.0,0.0,25.5,0.0,424000,1500000,656900.0,850,900,875.0,164225.0,9431.09,785.92,43.75,43.75,87.5,-1031.09,-85.92,-0.01
Villa Detached,Santa Maria Estate,3.0,2,6,4.0,3.0,550.0,0.0,870.0,0.0,1890000,1890000,1890000.0,294,4000,2186.17,472500.0,27134.67,2261.22,109.31,109.31,218.62,-6147.44,-512.29,-0.01
House of Character,Senglea,2.0,2,2,1.0,1.5,72.5,35.0,15.5,2.5,220000,325000,272500.0,85,650,367.5,68125.0,3912.27,326.02,18.38,18.38,36.75,-384.27,-32.02,-0.01
Townhouse,Valletta,2.0,2,6,1.5,1.5,292.5,0.0,35.0,0.0,1200000,2500000,1850000.0,112,3900,1652.0,462500.0,26560.39,2213.37,82.6,82.6,165.2,-10701.19,-891.77,-0.02
Townhouse,Valletta,1.0,2,6,1.0,1.0,86.0,0.0,115.0,0.0,1100000,1820000,1460000.0,650,1600,1008.33,365000.0,20961.17,1746.76,50.42,50.42,100.83,-11281.2,-940.1,-0.03
