Type,Province,Town,Bedrooms,Stage,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Median_Price,Rent_Min_Price,Rent_Max_Price,Rent_Median_Price,Downpayment,Loan,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Monthly,Net_Rent_Year,Total_Years,CoC_Return
Maisonette,South,Luqa,3.0,Furnished,7,12,1.0,2.0,125.0,152.0,25.0,10.0,245000.0,426000.0,277000.0,750.0,1300.0,900.0,27700.0,249300.0,1193.06,45.0,45.0,90.0,-473.06,-5676.77,57.06,-20.49
Apartment,South,Birzebbuga,3.0,Finished,15,100,2.0,2.0,99.0,92.0,7.0,4.0,207000.0,325000.0,277000.0,650.0,1700.0,900.0,27700.0,249300.0,1193.06,45.0,45.0,90.0,-473.06,-5676.77,57.06,-20.49
Apartment,South,Safi,3.0,Finished,22,31,2.0,2.0,107.0,,14.0,,225000.0,298000.0,277500.0,600.0,1500.0,900.0,27750.0,249750.0,1195.22,45.0,45.0,90.0,-475.22,-5702.61,57.12,-20.55
Penthouse,East,Swieqi,2.0,Furnished,8,275,2.0,2.0,83.0,86.0,27.5,15.0,303000.0,680000.0,462500.0,800.0,4000.0,1500.0,46250.0,416250.0,1992.03,75.0,75.0,150.0,-792.03,-9504.35,57.12,-20.55
Penthouse,South,Birzebbuga,2.0,Shell,3,23,2.0,1.0,97.0,47.5,70.0,23.0,245000.0,370000.0,282000.0,700.0,1500.0,913.0,28200.0,253800.0,1214.6,45.65,45.65,91.3,-484.2,-5810.39,57.17,-20.6
Maisonette,South,Marsaskala,3.0,Shell,6,148,2.0,2.0,0.0,110.0,27.0,20.0,295000.0,320000.0,305000.0,650.0,6000.0,987.5,30500.0,274500.0,1313.66,49.38,49.38,98.75,-523.66,-6283.95,57.17,-20.6
Penthouse,South,Qrendi,2.0,Shell,10,5,2.0,1.5,82.0,110.0,30.0,35.0,198000.0,340000.0,278000.0,850.0,1000.0,900.0,27800.0,250200.0,1197.37,45.0,45.0,90.0,-477.37,-5728.45,57.18,-20.61
Penthouse,Central,Birkirkara,2.0,Finished,15,56,2.0,2.0,87.0,40.5,33.0,1.0,210000.0,395000.0,309000.0,750.0,1400.0,1000.0,30900.0,278100.0,1330.89,50.0,50.0,100.0,-530.89,-6370.69,57.19,-20.62
Penthouse,Gozo,Gozo - Victoria,3.0,Plan,4,8,3.0,1.5,116.0,,21.0,,175000.0,350000.0,340000.0,700.0,1200.0,1100.0,34000.0,306000.0,1464.41,55.0,55.0,110.0,-584.41,-7012.93,57.2,-20.63
Apartment,Central,Attard,3.0,Finished,36,213,2.0,2.0,118.0,112.5,13.0,1.0,250000.0,420000.0,355500.0,750.0,2100.0,1150.0,35550.0,319950.0,1531.17,57.5,57.5,115.0,-611.17,-7334.05,57.2,-20.63
Maisonette,Central,Mosta,3.0,Plan,14,105,2.0,2.0,108.0,141.0,42.5,40.0,245000.0,430000.0,340000.0,700.0,2200.0,1100.0,34000.0,306000.0,1464.41,55.0,55.0,110.0,-584.41,-7012.93,57.2,-20.63
Penthouse,South,Zabbar,1.0,Plan,6,6,1.0,1.0,57.0,,38.5,,185000.0,271000.0,209000.0,500.0,950.0,675.0,20900.0,188100.0,900.18,33.75,33.75,67.5,-360.18,-4322.18,57.25,-20.68
Maisonette,South,Ghaxaq,2.0,Finished,7,12,2.0,1.0,97.0,120.0,15.0,30.0,225000.0,250000.0,240000.0,650.0,1000.0,775.0,24000.0,216000.0,1033.7,38.75,38.75,77.5,-413.7,-4964.42,57.26,-20.69
Penthouse,Central,Santa Venera,3.0,Finished,5,20,2.0,2.0,122.0,125.0,28.0,20.0,360000.0,545000.0,395000.0,850.0,1600.0,1275.0,39500.0,355500.0,1701.3,63.75,63.75,127.5,-681.3,-8175.61,57.27,-20.7
Apartment,North,Xemxija,3.0,Unclassified,9,264,2.0,2.0,106.0,125.0,17.0,8.0,270000.0,420000.0,372000.0,500.0,3000.0,1200.0,37200.0,334800.0,1602.24,60.0,60.0,120.0,-642.24,-7706.85,57.29,-20.72
Apartment,South,Zabbar,1.0,Plan,3,14,1.0,1.0,,50.0,,5.0,150000.0,160000.0,155000.0,350.0,650.0,500.0,15500.0,139500.0,667.6,25.0,25.0,50.0,-267.6,-3211.19,57.29,-20.72
Maisonette,North,Mellieha,3.0,Shell,5,104,2.0,2.0,113.0,95.0,28.0,15.0,250000.0,327000.0,310000.0,500.0,3000.0,1000.0,31000.0,279000.0,1335.2,50.0,50.0,100.0,-535.2,-6422.38,57.29,-20.72
Maisonette,Central,Naxxar,3.0,Plan,3,108,2.0,2.0,,140.0,,25.0,297500.0,380000.0,372000.0,500.0,3000.0,1200.0,37200.0,334800.0,1602.24,60.0,60.0,120.0,-642.24,-7706.85,57.29,-20.72
Apartment,East,Gharghur,2.0,Plan,3,76,2.0,2.0,87.0,1.0,19.0,1.0,265000.0,399000.0,310000.0,650.0,1500.0,1000.0,31000.0,279000.0,1335.2,50.0,50.0,100.0,-535.2,-6422.38,57.29,-20.72
Apartment,Central,Balzan,3.0,Unclassified,26,126,2.0,2.0,135.0,120.0,19.5,10.0,260000.0,470000.0,372500.0,750.0,2500.0,1200.0,37250.0,335250.0,1604.39,60.0,60.0,120.0,-644.39,-7732.69,57.34,-20.76
Penthouse,South,Ghaxaq,2.0,Finished,14,7,2.0,1.5,100.0,,17.0,,266000.0,319000.0,295000.0,800.0,1500.0,950.0,29500.0,265500.0,1270.59,47.5,47.5,95.0,-510.59,-6127.1,57.35,-20.77
Maisonette,South,Mqabba,3.0,Plan,4,6,2.0,2.0,170.0,,32.0,,265000.0,335000.0,280000.0,850.0,1100.0,900.0,28000.0,252000.0,1205.99,45.0,45.0,90.0,-485.99,-5831.82,57.41,-20.83
Penthouse,Central,Mosta,2.0,Finished,37,108,2.0,2.0,89.5,130.0,38.0,51.0,198000.0,607000.0,350000.0,750.0,2200.0,1125.0,35000.0,315000.0,1507.48,56.25,56.25,112.5,-607.48,-7289.78,57.41,-20.83
Maisonette,Central,Naxxar,3.0,Furnished,4,108,2.0,2.0,105.0,140.0,33.5,25.0,304000.0,425000.0,373500.0,500.0,3000.0,1200.0,37350.0,336150.0,1608.7,60.0,60.0,120.0,-648.7,-7784.38,57.42,-20.84
Maisonette,North,Saint Paul's Bay,2.0,Plan,6,63,2.0,1.0,88.0,70.0,27.0,7.5,230000.0,320000.0,265000.0,500.0,1800.0,850.0,26500.0,238500.0,1141.38,42.5,42.5,85.0,-461.38,-5536.55,57.48,-20.89
Apartment,South,Cospicua,2.0,Finished,4,25,2.0,1.0,110.0,90.0,16.0,5.0,250000.0,295000.0,265000.0,650.0,2100.0,850.0,26500.0,238500.0,1141.38,42.5,42.5,85.0,-461.38,-5536.55,57.48,-20.89
Maisonette,South,Marsaskala,3.0,Finished,23,148,2.0,2.0,114.5,110.0,36.5,20.0,235000.0,355000.0,308000.0,650.0,6000.0,987.5,30800.0,277200.0,1326.58,49.38,49.38,98.75,-536.58,-6439.01,57.49,-20.91
Penthouse,North,Saint Paul's Bay,1.0,Unclassified,3,55,1.0,1.0,69.2,,39.7,,240000.0,532000.0,250000.0,550.0,1200.0,800.0,25000.0,225000.0,1076.77,40.0,40.0,80.0,-436.77,-5241.27,57.55,-20.97
Apartment,West,Siggiewi,2.0,Unclassified,16,36,2.0,1.5,92.5,80.0,15.0,10.0,230000.0,281500.0,250000.0,600.0,2100.0,800.0,25000.0,225000.0,1076.77,40.0,40.0,80.0,-436.77,-5241.27,57.55,-20.97
Penthouse,North,Saint Paul's Bay,1.0,Finished,9,55,1.0,1.0,62.0,,28.0,,200000.0,450000.0,250000.0,550.0,1200.0,800.0,25000.0,225000.0,1076.77,40.0,40.0,80.0,-436.77,-5241.27,57.55,-20.97
Penthouse,East,Swieqi,3.0,Unclassified,3,136,3.0,2.0,137.5,118.5,47.5,17.5,610000.0,625000.0,625000.0,950.0,5000.0,2000.0,62500.0,562500.0,2691.93,100.0,100.0,200.0,-1091.93,-13103.18,57.55,-20.97
Apartment,South,Qrendi,3.0,Finished,24,18,2.0,2.0,65.0,1.0,18.5,1.0,192000.0,402000.0,281500.0,700.0,1300.0,900.0,28150.0,253350.0,1212.45,45.0,45.0,90.0,-492.45,-5909.35,57.58,-20.99
Maisonette,South,Qrendi,2.0,Furnished,3,5,1.0,2.0,,,,,255000.0,295000.0,266000.0,750.0,850.0,850.0,26600.0,239400.0,1145.69,42.5,42.5,85.0,-465.69,-5588.23,57.6,-21.01
Maisonette,South,Fgura,3.0,Plan,11,16,2.0,1.0,103.0,125.0,20.0,40.0,245000.0,393000.0,266000.0,800.0,3000.0,850.0,26600.0,239400.0,1145.69,42.5,42.5,85.0,-465.69,-5588.23,57.6,-21.01
Penthouse,South,Ghaxaq,3.0,Finished,5,5,2.0,2.0,,,,,303000.0,447000.0,313000.0,900.0,1000.0,1000.0,31300.0,281700.0,1348.12,50.0,50.0,100.0,-548.12,-6577.43,57.6,-21.01
Penthouse,South,Fgura,2.0,Finished,20,15,2.0,1.0,86.0,,36.0,,195000.0,350000.0,266000.0,650.0,1100.0,850.0,26600.0,239400.0,1145.69,42.5,42.5,85.0,-465.69,-5588.23,57.6,-21.01
Penthouse,North,Mellieha,3.0,Unclassified,7,85,2.0,2.0,140.0,120.0,48.0,27.5,385000.0,755000.0,470000.0,750.0,6120.0,1500.0,47000.0,423000.0,2024.33,75.0,75.0,150.0,-824.33,-9891.99,57.64,-21.05
Apartment,North,Burmarrad,2.0,Unclassified,6,6,2.0,2.0,,,,,215000.0,277000.0,235000.0,650.0,800.0,750.0,23500.0,211500.0,1012.17,37.5,37.5,75.0,-412.17,-4945.99,57.64,-21.05
Apartment,South,Qrendi,3.0,Unclassified,3,18,2.0,2.0,,1.0,,1.0,235000.0,319000.0,282000.0,700.0,1300.0,900.0,28200.0,253800.0,1214.6,45.0,45.0,90.0,-494.6,-5935.19,57.64,-21.05
Apartment,South,Zabbar,2.0,Unclassified,25,51,2.0,1.0,90.0,75.0,10.0,5.0,165000.0,260000.0,235000.0,550.0,1250.0,750.0,23500.0,211500.0,1012.17,37.5,37.5,75.0,-412.17,-4945.99,57.64,-21.05
Penthouse,Central,Mosta,1.0,Plan,4,21,1.5,1.0,76.5,40.0,64.5,40.0,234000.0,300000.0,266500.0,650.0,1000.0,850.0,26650.0,239850.0,1147.84,42.5,42.5,85.0,-467.84,-5614.07,57.66,-21.07
Apartment,West,Zebbug,3.0,Plan,63,236,2.0,2.0,125.0,1.0,13.5,1.0,245000.0,372000.0,298000.0,650.0,2100.0,950.0,29800.0,268200.0,1283.51,47.5,47.5,95.0,-523.51,-6282.16,57.68,-21.08
Apartment,Central,Naxxar,3.0,Plan,30,337,2.0,2.0,105.0,110.0,16.0,5.0,255000.0,462000.0,345000.0,650.0,2800.0,1100.0,34500.0,310500.0,1485.95,55.0,55.0,110.0,-605.95,-7271.35,57.67,-21.08
Maisonette,Central,Birkirkara,3.0,Unclassified,15,82,1.0,2.0,115.0,43.0,20.0,1.0,225000.0,425000.0,345000.0,750.0,2100.0,1100.0,34500.0,310500.0,1485.95,55.0,55.0,110.0,-605.95,-7271.35,57.67,-21.08
House of Character,South,Zejtun,2.0,Furnished,280,5,2.0,1.5,87.5,,30.0,,212000.0,830000.0,345000.0,800.0,1200.0,1100.0,34500.0,310500.0,1485.95,55.0,55.0,110.0,-605.95,-7271.35,57.67,-21.08
Maisonette,South,Zabbar,3.0,Finished,16,26,2.0,2.0,113.5,100.0,19.0,30.0,250000.0,395000.0,282500.0,700.0,2100.0,900.0,28250.0,254250.0,1216.75,45.0,45.0,90.0,-496.75,-5961.04,57.7,-21.1
Penthouse,South,Ghaxaq,3.0,Plan,3,5,2.0,2.0,145.0,,48.0,,303000.0,499000.0,314000.0,900.0,1000.0,1000.0,31400.0,282600.0,1352.43,50.0,50.0,100.0,-552.43,-6629.12,57.71,-21.11
Villa Semi-Detached,Central,Attard,3.0,Unclassified,5,8,3.0,2.0,238.0,,126.0,,1025000.0,1135000.0,1100000.0,1750.0,4000.0,3500.0,110000.0,990000.0,4737.8,175.0,175.0,350.0,-1937.8,-23253.59,57.74,-21.14
Apartment,South,Marsaxlokk,3.0,Finished,46,68,2.0,2.0,110.0,142.5,18.0,78.0,201000.0,525000.0,283350.0,700.0,2100.0,900.0,28335.0,255015.0,1220.41,45.0,45.0,90.0,-500.41,-6004.97,57.8,-21.19
Apartment,West,Siggiewi,3.0,Unclassified,19,92,2.0,2.0,127.0,95.0,15.0,10.0,249000.0,375000.0,315000.0,600.0,1500.0,1000.0,31500.0,283500.0,1356.73,50.0,50.0,100.0,-556.73,-6680.8,57.81,-21.21
Maisonette,North,Qawra,3.0,Furnished,5,44,2.0,2.0,,140.0,,15.0,240000.0,395000.0,315000.0,725.0,2000.0,1000.0,31500.0,283500.0,1356.73,50.0,50.0,100.0,-556.73,-6680.8,57.81,-21.21
Penthouse,West,Zebbug,2.0,Plan,7,38,2.0,2.0,78.5,100.0,62.0,22.5,271000.0,346500.0,315000.0,600.0,4800.0,1000.0,31500.0,283500.0,1356.73,50.0,50.0,100.0,-556.73,-6680.8,57.81,-21.21
Maisonette,South,Zurrieq,3.0,Shell,5,38,2.0,2.0,125.0,115.0,36.0,14.0,265000.0,290000.0,276000.0,600.0,2000.0,875.0,27600.0,248400.0,1188.76,43.75,43.75,87.5,-488.76,-5865.08,57.86,-21.25
Apartment,South,Kirkop,3.0,Shell,3,16,2.0,2.0,179.0,125.0,2.0,10.0,276000.0,276000.0,276000.0,1.0,1050.0,875.0,27600.0,248400.0,1188.76,43.75,43.75,87.5,-488.76,-5865.08,57.86,-21.25
Apartment,East,Sliema,1.0,Plan,12,1189,2.0,1.0,57.0,50.0,3.0,1.0,230000.0,335000.0,300000.0,500.0,4200.0,950.0,30000.0,270000.0,1292.13,47.5,47.5,95.0,-532.13,-6385.53,57.89,-21.29
Maisonette,Central,Mosta,3.0,Finished,32,105,2.0,2.0,118.0,141.0,30.0,40.0,230000.0,425000.0,347500.0,700.0,2200.0,1100.0,34750.0,312750.0,1496.71,55.0,55.0,110.0,-616.71,-7400.57,57.91,-21.3
Penthouse,Gozo,Gozo - Xewkija,2.0,Unclassified,3,19,2.0,2.0,101.3,,26.0,,180000.0,283000.0,237000.0,600.0,900.0,750.0,23700.0,213300.0,1020.78,37.5,37.5,75.0,-420.78,-5049.36,57.92,-21.31
Apartment,South,Birzebbuga,2.0,Unclassified,23,91,2.0,1.0,83.0,1.0,10.0,1.0,192000.0,266000.0,237000.0,500.0,1200.0,750.0,23700.0,213300.0,1020.78,37.5,37.5,75.0,-420.78,-5049.36,57.92,-21.31
Maisonette,South,Zabbar,2.0,Unclassified,5,20,2.0,1.0,116.0,110.0,8.0,16.0,225000.0,350000.0,245000.0,650.0,1100.0,775.0,24500.0,220500.0,1055.24,38.75,38.75,77.5,-435.24,-5222.85,57.93,-21.32
Maisonette,Central,Mosta,3.0,Furnished,8,105,2.0,2.0,133.5,141.0,22.0,40.0,303000.0,414000.0,348000.0,700.0,2200.0,1100.0,34800.0,313200.0,1498.87,55.0,55.0,110.0,-618.87,-7426.41,57.95,-21.34
Apartment,Central,Balzan,2.0,Finished,12,43,2.0,2.0,92.0,100.0,16.0,17.0,225000.0,425000.0,285000.0,600.0,2500.0,900.0,28500.0,256500.0,1227.52,45.0,45.0,90.0,-507.52,-6090.25,57.99,-21.37
Apartment,North,Burmarrad,2.0,Shell,6,6,2.0,2.0,68.0,,7.0,,226000.0,306000.0,237500.0,650.0,800.0,750.0,23750.0,213750.0,1022.93,37.5,37.5,75.0,-422.93,-5075.21,57.99,-21.37
Maisonette,Gozo,Gozo - Nadur,3.0,Shell,3,10,3.0,2.0,0.0,0.0,30.0,15.0,230000.0,295000.0,230000.0,550.0,1500.0,725.0,23000.0,207000.0,990.63,36.25,36.25,72.5,-410.63,-4927.57,58.05,-21.42
Townhouse,South,Cospicua,3.0,Finished,5,16,2.0,2.0,180.0,112.5,60.0,10.5,280000.0,530000.0,460000.0,950.0,2100.0,1450.0,46000.0,414000.0,1981.26,72.5,72.5,145.0,-821.26,-9855.14,58.05,-21.42
Penthouse,North,Burmarrad,3.0,Finished,6,5,2.0,2.0,,,,,301000.0,620000.0,412500.0,1300.0,1500.0,1300.0,41250.0,371250.0,1776.67,65.0,65.0,130.0,-736.67,-8840.1,58.05,-21.43
Apartment,Central,Iklin,2.0,Unclassified,4,36,1.0,2.0,98.0,100.0,14.5,1.0,298000.0,310000.0,301500.0,600.0,1300.0,950.0,30150.0,271350.0,1298.59,47.5,47.5,95.0,-538.59,-6463.05,58.06,-21.44
Maisonette,North,Saint Paul's Bay,2.0,Unclassified,3,63,1.0,1.0,117.5,70.0,18.0,7.5,266000.0,318000.0,270000.0,500.0,1800.0,850.0,27000.0,243000.0,1162.91,42.5,42.5,85.0,-482.91,-5794.97,58.09,-21.46
Penthouse,South,Zurrieq,2.0,Plan,9,11,2.0,2.0,88.0,95.0,22.0,20.0,245000.0,329000.0,270000.0,700.0,950.0,850.0,27000.0,243000.0,1162.91,42.5,42.5,85.0,-482.91,-5794.97,58.09,-21.46
Penthouse,East,Kappara,3.0,Finished,3,5,2.0,2.0,,,,,425000.0,797000.0,794500.0,1400.0,2800.0,2500.0,79450.0,715050.0,3421.98,125.0,125.0,250.0,-1421.98,-17063.8,58.1,-21.48
Apartment,South,Safi,3.0,Shell,3,31,2.0,2.0,,,,,286000.0,297000.0,286000.0,600.0,1500.0,900.0,28600.0,257400.0,1231.83,45.0,45.0,90.0,-511.83,-6141.93,58.1,-21.48
Penthouse,South,Luqa,2.0,Shell,3,19,2.0,2.0,71.0,1.0,30.0,1.0,215000.0,330000.0,286000.0,680.0,1200.0,900.0,28600.0,257400.0,1231.83,45.0,45.0,90.0,-511.83,-6141.93,58.1,-21.48
Maisonette,East,Valletta,1.0,Unclassified,3,82,1.0,1.0,,30.5,,1.0,300000.0,319000.0,318000.0,550.0,2738.0,1000.0,31800.0,286200.0,1369.65,50.0,50.0,100.0,-569.65,-6835.86,58.12,-21.5
Maisonette,South,Marsaxlokk,3.0,Finished,7,21,2.0,2.0,110.0,95.0,49.0,25.0,295000.0,395000.0,350000.0,800.0,2100.0,1100.0,35000.0,315000.0,1507.48,55.0,55.0,110.0,-627.48,-7529.78,58.14,-21.51
Penthouse,Central,Birkirkara,3.0,Finished,18,45,2.0,2.0,132.5,100.0,34.0,17.5,277000.0,480000.0,350000.0,850.0,1900.0,1100.0,35000.0,315000.0,1507.48,55.0,55.0,110.0,-627.48,-7529.78,58.14,-21.51
Apartment,North,Burmarrad,3.0,Plan,29,16,2.0,2.0,0.0,,21.0,,270000.0,515000.0,350000.0,800.0,1300.0,1100.0,35000.0,315000.0,1507.48,55.0,55.0,110.0,-627.48,-7529.78,58.14,-21.51
Maisonette,Central,Birkirkara,3.0,Furnished,17,82,2.0,2.0,130.0,43.0,8.0,1.0,266000.0,400000.0,350000.0,750.0,2100.0,1100.0,35000.0,315000.0,1507.48,55.0,55.0,110.0,-627.48,-7529.78,58.14,-21.51
Maisonette,South,Fgura,3.0,Unclassified,12,16,1.5,1.0,111.0,125.0,20.0,40.0,243500.0,383000.0,270500.0,800.0,3000.0,850.0,27050.0,243450.0,1165.07,42.5,42.5,85.0,-485.07,-5820.82,58.15,-21.52
Apartment,West,Siggiewi,2.0,Plan,11,36,2.0,1.5,0.0,80.0,10.0,10.0,183000.0,266000.0,255000.0,600.0,2100.0,800.0,25500.0,229500.0,1098.31,40.0,40.0,80.0,-458.31,-5499.7,58.2,-21.57
Apartment,South,Zabbar,3.0,Unclassified,31,75,2.0,2.0,112.0,102.5,12.0,5.0,175000.0,476000.0,255000.0,650.0,1500.0,800.0,25500.0,229500.0,1098.31,40.0,40.0,80.0,-458.31,-5499.7,58.2,-21.57
Maisonette,South,Zejtun,2.0,Unclassified,3,13,1.0,1.0,61.0,95.0,20.0,5.0,255000.0,266000.0,255000.0,700.0,950.0,800.0,25500.0,229500.0,1098.31,40.0,40.0,80.0,-458.31,-5499.7,58.2,-21.57
Townhouse,West,Zebbug,3.0,Plan,3,8,2.0,2.0,154.0,,75.0,,470000.0,905000.0,510000.0,900.0,3000.0,1600.0,51000.0,459000.0,2196.62,80.0,80.0,160.0,-916.62,-10999.39,58.2,-21.57
Villa Semi-Detached,East,Swieqi,4.0,Furnished,3,35,3.0,3.0,184.0,350.0,241.0,50.0,1275000.0,1275000.0,1275000.0,1800.0,6000.0,4000.0,127500.0,1147500.0,5491.54,200.0,200.0,400.0,-2291.54,-27498.48,58.2,-21.57
Maisonette,Central,Hamrun,2.0,Unclassified,5,10,2.0,1.0,94.0,,18.0,,235000.0,275000.0,255000.0,650.0,1000.0,800.0,25500.0,229500.0,1098.31,40.0,40.0,80.0,-458.31,-5499.7,58.2,-21.57
Apartment,South,Marsaskala,2.0,Finished,62,675,2.0,1.0,89.5,1.0,11.5,5.0,181000.0,404000.0,255000.0,480.0,2100.0,800.0,25500.0,229500.0,1098.31,40.0,40.0,80.0,-458.31,-5499.7,58.2,-21.57
Penthouse,South,Luqa,2.0,Finished,5,19,2.0,2.0,111.0,1.0,32.0,1.0,215000.0,372000.0,287000.0,680.0,1200.0,900.0,28700.0,258300.0,1236.13,45.0,45.0,90.0,-516.13,-6193.62,58.22,-21.58
Maisonette,West,Zebbug,2.0,Finished,5,23,2.0,1.0,113.5,90.0,32.5,19.0,255000.0,410000.0,287000.0,650.0,1200.0,900.0,28700.0,258300.0,1236.13,45.0,45.0,90.0,-516.13,-6193.62,58.22,-21.58
Maisonette,Central,Qormi,3.0,Finished,16,22,2.0,2.0,122.0,95.0,29.0,8.0,250000.0,351000.0,295000.0,700.0,1500.0,925.0,29500.0,265500.0,1270.59,46.25,46.25,92.5,-530.59,-6367.1,58.22,-21.58
Maisonette,Central,Qormi,3.0,Plan,7,22,2.0,2.0,166.0,95.0,56.0,8.0,285000.0,425000.0,295000.0,700.0,1500.0,925.0,29500.0,265500.0,1270.59,46.25,46.25,92.5,-530.59,-6367.1,58.22,-21.58
Townhouse,Central,Mosta,4.0,Furnished,4,3,2.0,2.0,190.0,,201.5,,375000.0,1100000.0,797500.0,1500.0,4560.0,2500.0,79750.0,717750.0,3434.9,125.0,125.0,250.0,-1434.9,-17218.85,58.23,-21.59
Apartment,Central,Mosta,3.0,Furnished,31,422,2.0,2.0,132.5,95.0,12.5,10.0,266000.0,375000.0,319000.0,550.0,2200.0,1000.0,31900.0,287100.0,1373.96,50.0,50.0,100.0,-573.96,-6887.54,58.23,-21.59
Maisonette,West,Rabat,3.0,Finished,5,25,2.0,2.0,122.0,85.0,24.0,45.0,340000.0,404000.0,383000.0,800.0,1800.0,1200.0,38300.0,344700.0,1649.62,60.0,60.0,120.0,-689.62,-8275.39,58.25,-21.61
Maisonette,Central,Qormi,2.0,Finished,5,7,2.0,1.0,110.5,1.0,52.0,1.0,228000.0,375000.0,239500.0,750.0,850.0,750.0,23950.0,215550.0,1031.55,37.5,37.5,75.0,-431.55,-5178.58,58.26,-21.62
Penthouse,Gozo,Gozo - Sannat,2.0,Plan,8,19,2.0,2.0,93.0,95.0,22.0,32.0,155000.0,398000.0,224000.0,600.0,2100.0,700.0,22400.0,201600.0,964.79,35.0,35.0,70.0,-404.79,-4857.46,58.33,-21.69
Apartment,Central,Mosta,3.0,Shell,7,422,2.0,2.0,108.0,95.0,17.0,10.0,260000.0,330000.0,320000.0,550.0,2200.0,1000.0,32000.0,288000.0,1378.27,50.0,50.0,100.0,-578.27,-6939.23,58.33,-21.69
Apartment,South,Kirkop,3.0,Plan,25,16,2.0,2.0,,125.0,,10.0,270000.0,320000.0,280000.0,1.0,1050.0,875.0,28000.0,252000.0,1205.99,43.75,43.75,87.5,-505.99,-6071.82,58.33,-21.69
Penthouse,Central,Birkirkara,2.0,Unclassified,5,56,2.0,2.0,91.75,40.5,52.85,1.0,282000.0,360000.0,320000.0,750.0,1400.0,1000.0,32000.0,288000.0,1378.27,50.0,50.0,100.0,-578.27,-6939.23,58.33,-21.69
Apartment,South,Marsaskala,3.0,Plan,122,822,2.0,2.0,105.0,102.0,14.0,9.0,214000.0,558075.0,288500.0,600.0,2500.0,900.0,28850.0,259650.0,1242.6,45.0,45.0,90.0,-522.6,-6271.15,58.39,-21.74
Penthouse,East,Bahar Ic-Caghaq,2.0,Furnished,3,20,2.0,2.0,110.0,100.0,,50.0,330000.0,445000.0,445000.0,900.0,3000.0,1387.5,44500.0,400500.0,1916.66,69.38,69.38,138.75,-806.66,-9679.86,58.41,-21.75
Apartment,Central,Balzan,3.0,Finished,47,126,2.0,2.0,130.0,120.0,15.0,10.0,295000.0,470000.0,385000.0,750.0,2500.0,1200.0,38500.0,346500.0,1658.23,60.0,60.0,120.0,-698.23,-8378.76,58.42,-21.76
Penthouse,North,Bugibba,3.0,Finished,10,45,2.0,2.0,128.0,150.0,30.0,,360000.0,460000.0,385000.0,800.0,2000.0,1200.0,38500.0,346500.0,1658.23,60.0,60.0,120.0,-698.23,-8378.76,58.42,-21.76
House of Character,South,Zurrieq,2.0,Furnished,3,6,2.0,2.0,85.0,,85.0,,310000.0,395000.0,329000.0,750.0,1500.0,1025.0,32900.0,296100.0,1417.03,51.25,51.25,102.5,-597.03,-7164.39,58.43,-21.78
Apartment,Gozo,Gozo - Gharb,3.0,Plan,6,32,2.0,2.0,115.5,137.5,9.5,10.0,162000.0,368000.0,225000.0,470.0,1500.0,700.0,22500.0,202500.0,969.1,35.0,35.0,70.0,-409.1,-4909.14,58.48,-21.82
Apartment,Gozo,Gozo - Xaghra,2.0,Furnished,3,34,2.0,2.0,81.0,0.0,10.0,7.5,197000.0,505000.0,225000.0,420.0,1000.0,700.0,22500.0,202500.0,969.1,35.0,35.0,70.0,-409.1,-4909.14,58.48,-21.82
Maisonette,South,Marsaskala,3.0,Unclassified,12,148,2.0,2.0,110.0,110.0,28.0,20.0,265000.0,418000.0,317500.0,650.0,6000.0,987.5,31750.0,285750.0,1367.5,49.38,49.38,98.75,-577.5,-6930.01,58.49,-21.83
Apartment,North,Mgarr,2.0,Unclassified,7,66,2.0,2.0,90.0,40.5,8.5,1.0,226500.0,427500.0,281500.0,500.0,1250.0,875.0,28150.0,253350.0,1212.45,43.75,43.75,87.5,-512.45,-6149.35,58.51,-21.84
Penthouse,South,Fgura,2.0,Furnished,4,15,2.0,1.0,73.0,,48.0,,270000.0,310000.0,273500.0,650.0,1100.0,850.0,27350.0,246150.0,1177.99,42.5,42.5,85.0,-497.99,-5975.87,58.52,-21.85
Apartment,West,Dingli,2.0,Plan,6,13,2.0,2.0,92.0,90.0,8.0,15.0,245000.0,355000.0,257500.0,700.0,1400.0,800.0,25750.0,231750.0,1109.08,40.0,40.0,80.0,-469.08,-5628.91,58.53,-21.86
Apartment,South,Ghaxaq,2.0,Unclassified,6,22,2.0,1.0,95.0,90.0,8.6,20.0,220000.0,375000.0,241500.0,550.0,1000.0,750.0,24150.0,217350.0,1040.16,37.5,37.5,75.0,-440.16,-5281.95,58.54,-21.87
Apartment,South,Ghaxaq,3.0,Plan,26,45,2.0,2.0,117.0,124.0,20.0,17.0,220000.0,324000.0,290000.0,600.0,1200.0,900.0,29000.0,261000.0,1249.06,45.0,45.0,90.0,-529.06,-6348.67,58.56,-21.89
Maisonette,South,Zabbar,3.0,Furnished,9,26,2.0,2.0,107.0,100.0,8.0,30.0,239000.0,387000.0,290000.0,700.0,2100.0,900.0,29000.0,261000.0,1249.06,45.0,45.0,90.0,-529.06,-6348.67,58.56,-21.89
