Type,Province,Town,Bedrooms,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Townhouse,Gozo,Gozo - Ghajnsielem,3.0,3,3.0,0.0,0.0,600.0,1000.0,750.0
Maisonette,South,Birgu,1.0,2,1.0,0.0,0.0,700.0,800.0,750.0
Maisonette,South,Marsaskala,4.0,1,1.0,0.0,0.0,750.0,750.0,750.0
Maisonette,North,Bugibba,1.0,3,1.0,0.0,0.0,700.0,800.0,750.0
Maisonette Duplex,South,Zurrieq,2.0,1,3.0,,,750.0,750.0,750.0
Maisonette,Central,Qormi,1.0,6,1.5,,,700.0,800.0,750.0
Maisonette,West,Zebbug,1.0,3,1.0,0.0,0.0,700.0,900.0,750.0
Maisonette Duplex,West,Bahrija,2.0,1,2.0,,,750.0,750.0,750.0
Apartment,Gozo,Gozo - Mgarr,3.0,2,2.0,0.0,0.0,750.0,750.0,750.0
Maisonette,Gozo,Gozo - Xewkija,3.0,1,2.0,,,750.0,750.0,750.0
Penthouse,Central,Swatar,1.0,6,1.0,0.0,0.0,650.0,800.0,750.0
Penthouse,Central,Mosta,1.0,21,1.0,0.0,0.0,600.0,1200.0,750.0
Penthouse,Central,Lija,1.0,3,1.0,0.0,0.0,600.0,900.0,750.0
Terraced House,West,Zebbug,2.0,1,2.0,,,750.0,750.0,750.0
Maisonette,South,Kirkop,2.0,1,1.0,0.0,0.0,750.0,750.0,750.0
Maisonette Duplex,Central,Mosta,1.0,1,1.0,,,750.0,750.0,750.0
Maisonette,South,Ghaxaq,2.0,7,2.0,0.0,0.0,700.0,1000.0,750.0
Maisonette,South,Birzebbuga,2.0,7,1.0,0.0,0.0,700.0,850.0,750.0
Maisonette,Gozo,Gozo - Xaghra,2.0,1,2.0,0.0,0.0,750.0,750.0,750.0
Maisonette,South,Cospicua,3.0,1,1.0,,,750.0,750.0,750.0
Maisonette Duplex,Gozo,Gozo - Xaghra,2.0,1,2.0,0.0,0.0,750.0,750.0,750.0
Townhouse,Central,Hamrun,2.0,2,1.5,,,600.0,900.0,750.0
Maisonette,Central,Lija,1.0,1,1.0,0.0,0.0,750.0,750.0,750.0
Maisonette Duplex,South,Marsaskala,1.0,1,2.0,0.0,0.0,750.0,750.0,750.0
Townhouse,Gozo,Gozo - Munxar,2.0,3,2.0,0.0,0.0,750.0,800.0,750.0
Townhouse,Gozo,Gozo - Sannat,2.0,1,2.0,0.0,0.0,750.0,750.0,750.0
Terraced House,Gozo,Gozo - Victoria,2.0,1,2.0,0.0,0.0,750.0,750.0,750.0
Apartment,East,Ta' Xbiex,1.0,40,1.0,0.0,0.0,18.0,1400.0,750.0
Maisonette,North,Mellieha,1.0,5,1.0,0.0,0.0,700.0,750.0,750.0
Maisonette,South,Zejtun,2.0,13,2.0,0.0,0.0,700.0,900.0,750.0
Maisonette,South,Zejtun,1.0,1,1.0,,,750.0,750.0,750.0
Maisonette Duplex,South,Cospicua,2.0,1,1.0,100.0,3.0,750.0,750.0,750.0
Townhouse,Gozo,Gozo - Sannat,3.0,1,2.0,,,750.0,750.0,750.0
Maisonette,North,Burmarrad,2.0,3,1.0,0.0,0.0,700.0,800.0,750.0
Maisonette,Gozo,Gozo - Victoria,2.0,2,2.0,0.0,0.0,750.0,750.0,750.0
Maisonette,Central,Hamrun,1.0,8,1.0,0.0,0.0,750.0,1500.0,750.0
Maisonette,South,Paola,2.0,12,1.0,0.0,0.0,750.0,1200.0,750.0
Maisonette,South,Zurrieq,2.0,9,1.0,66.5,3.0,675.0,1000.0,750.0
Block of Apartments,East,Paceville,2.0,5,2.0,0.0,0.0,730.0,730.0,730.0
Block of Apartments,East,Paceville,1.0,2,2.0,0.0,0.0,730.0,730.0,730.0
Penthouse,Gozo,Gozo - Xewkija,3.0,4,2.0,0.0,0.0,700.0,750.0,725.0
Townhouse,Central,Naxxar,1.0,3,1.0,0.0,0.0,700.0,750.0,725.0
Apartment,South,Mqabba,2.0,2,2.0,0.0,0.0,700.0,750.0,725.0
Apartment,Gozo,Gozo - Nadur,4.0,2,2.0,0.0,0.0,650.0,800.0,725.0
Maisonette,South,Zabbar,2.0,12,1.5,0.0,0.0,680.0,1100.0,725.0
Penthouse,Gozo,Gozo - Fontana,2.0,4,1.0,0.0,0.0,600.0,800.0,725.0
Penthouse,South,Zurrieq,2.0,14,2.0,0.0,0.0,600.0,4000.0,725.0
Room,Central,Naxxar,1.0,8,1.0,0.0,0.0,525.0,720.0,720.0
Maisonette,South,Birzebbuga,1.0,3,1.0,0.0,0.0,660.0,775.0,700.0
Apartment,North,Wardija,1.0,1,1.0,0.0,0.0,700.0,700.0,700.0
Penthouse,North,Bugibba,1.0,21,1.0,0.0,0.0,590.0,1400.0,700.0
Maisonette Duplex,South,Birgu,2.0,1,1.0,,,700.0,700.0,700.0
Apartment,West,Zebbug,1.0,8,1.0,0.0,0.0,550.0,1400.0,700.0
Maisonette,North,Saint Paul's Bay,1.0,7,1.0,0.0,0.0,675.0,1000.0,700.0
Apartment,Central,Swatar,1.0,27,1.0,0.0,0.0,600.0,1100.0,700.0
Townhouse,Gozo,Gozo - Xewkija,2.0,1,3.0,0.0,0.0,700.0,700.0,700.0
Maisonette,South,Cospicua,1.0,1,1.0,,,700.0,700.0,700.0
Maisonette,South,Safi,2.0,5,2.0,0.0,0.0,700.0,1000.0,700.0
Apartment,South,Gudja,1.0,2,1.0,,,700.0,700.0,700.0
Apartment,Central,Birkirkara,1.0,31,1.0,0.0,0.0,400.0,1200.0,700.0
Apartment,Central,Mosta,1.0,24,1.0,0.0,0.0,500.0,850.0,700.0
Apartment,South,Marsa,2.0,3,1.0,,,600.0,750.0,700.0
Apartment,South,Marsaskala,1.0,58,1.0,0.0,0.0,400.0,1000.0,700.0
Apartment,Central,Qormi,1.0,11,1.0,0.0,0.0,500.0,800.0,700.0
Apartment,South,Cospicua,1.0,445,1.0,0.0,0.0,500.0,850.0,700.0
Maisonette,South,Zurrieq,1.0,1,,,,700.0,700.0,700.0
Maisonette,South,Xghajra,1.0,1,1.0,0.0,0.0,700.0,700.0,700.0
Apartment,South,Xghajra,1.0,7,1.0,0.0,0.0,500.0,850.0,700.0
Apartment,Gozo,Gozo - Kercem,2.0,9,2.0,0.0,0.0,500.0,750.0,700.0
Maisonette,West,Siggiewi,2.0,4,2.0,0.0,0.0,700.0,700.0,700.0
Penthouse,South,Zejtun,1.0,5,1.0,,,700.0,750.0,700.0
Penthouse,South,Zabbar,1.0,3,1.0,0.0,0.0,600.0,950.0,700.0
Apartment,South,Birzebbuga,2.0,78,1.0,0.0,0.0,500.0,1200.0,700.0
Apartment,South,Zabbar,2.0,26,2.0,0.0,0.0,550.0,1250.0,700.0
Penthouse,Gozo,Gozo - Xaghra,3.0,5,2.0,0.0,0.0,700.0,900.0,700.0
Apartment,South,Zejtun,2.0,37,1.0,0.0,0.0,500.0,1200.0,700.0
Penthouse,South,Xghajra,1.0,7,1.0,0.0,0.0,600.0,1000.0,700.0
Townhouse,Central,Balzan,1.0,1,2.0,,,700.0,700.0,700.0
Maisonette,South,Marsa,2.0,1,2.0,,,700.0,700.0,700.0
Penthouse,Gozo,Gozo - Victoria,2.0,18,2.0,0.0,0.0,550.0,1200.0,700.0
House of Character,East,Msida,2.0,1,1.0,,,700.0,700.0,700.0
Penthouse,Central,Hamrun,1.0,10,1.0,27.5,9.0,450.0,1050.0,700.0
Maisonette,Gozo,Gozo - Nadur,2.0,1,3.0,,,700.0,700.0,700.0
Townhouse,South,Paola,1.0,1,1.0,,,700.0,700.0,700.0
Apartment,Gozo,Gozo - Nadur,3.0,495,2.0,0.0,0.0,450.0,1100.0,700.0
Townhouse,South,Cospicua,1.0,7,1.0,0.0,0.0,600.0,950.0,700.0
Townhouse,Gozo,Gozo - Nadur,2.0,1,2.0,0.0,0.0,700.0,700.0,700.0
Apartment,Gozo,Gozo - Xaghra,2.0,25,2.0,0.0,0.0,450.0,1000.0,700.0
Maisonette,Gozo,Gozo - Fontana,3.0,1,2.0,0.0,0.0,700.0,700.0,700.0
Penthouse,Gozo,Gozo - Ghasri,2.0,3,2.0,0.0,0.0,700.0,700.0,700.0
Apartment,East,Paceville,1.0,14,1.0,0.0,0.0,600.0,1500.0,700.0
House of Character,Central,Birkirkara,1.0,1,1.0,0.0,0.0,700.0,700.0,700.0
Maisonette,East,Paceville,5.0,1,2.0,0.0,0.0,700.0,700.0,700.0
House of Character,East,Floriana,1.0,1,1.0,0.0,0.0,700.0,700.0,700.0
Apartment,North,Saint Paul's Bay,1.0,118,1.0,0.0,0.0,70.0,1650.0,700.0
Apartment,Gozo,Gozo - Gharb,3.0,21,2.0,0.0,0.0,500.0,1500.0,700.0
Townhouse,South,Kalkara,1.0,1,1.0,,,700.0,700.0,700.0
Maisonette Semi-Detached,West,Siggiewi,2.0,1,2.0,0.0,0.0,700.0,700.0,700.0
House of Character,South,Zejtun,1.0,1,2.0,,,700.0,700.0,700.0
Townhouse,Gozo,Gozo - Victoria,3.0,6,2.0,0.0,0.0,575.0,800.0,700.0
Penthouse,Gozo,Gozo - Ghajnsielem,2.0,15,2.0,0.0,0.0,500.0,1200.0,700.0
Apartment,Gozo,Gozo - San Lawrenz,3.0,5,2.0,0.0,0.0,35.0,1500.0,700.0
Apartment,North,Mgarr,1.0,8,1.0,0.0,0.0,450.0,750.0,700.0
Maisonette Duplex,South,Marsa,1.0,1,1.0,0.0,0.0,700.0,700.0,700.0
Apartment,North,Burmarrad,2.0,7,1.0,0.0,0.0,600.0,750.0,700.0
Apartment,North,Bidnija,2.0,2,1.5,0.0,0.0,650.0,750.0,700.0
Maisonette,Central,Mosta,1.0,3,1.0,0.0,0.0,700.0,750.0,700.0
Maisonette Duplex,South,Zejtun,2.0,1,2.0,0.0,0.0,700.0,700.0,700.0
Apartment,Gozo,Gozo - Qala,3.0,39,2.0,0.0,0.0,500.0,1100.0,700.0
Penthouse,Gozo,Gozo - Gharb,3.0,2,1.5,0.0,0.0,550.0,850.0,700.0
Penthouse,Gozo,Gozo - Sannat,2.0,14,2.0,0.0,0.0,600.0,1100.0,687.5
Townhouse,West,Dingli,1.0,1,1.0,,,680.0,680.0,680.0
Penthouse,West,Dingli,1.0,3,1.0,0.0,0.0,650.0,700.0,675.0
Apartment,Central,Iklin,1.0,4,1.0,0.0,0.0,600.0,750.0,675.0
House of Character,Gozo,Gozo - Munxar,4.0,2,1.5,0.0,0.0,350.0,1000.0,675.0
Townhouse,North,Saint Paul's Bay,1.0,2,2.0,0.0,0.0,650.0,700.0,675.0
Townhouse,Gozo,Gozo - Fontana,2.0,2,2.0,0.0,0.0,600.0,750.0,675.0
Apartment,South,Paola,1.0,4,1.0,,,575.0,750.0,675.0
House of Character,South,Birgu,1.0,2,1.0,0.0,0.0,650.0,700.0,675.0
House of Character,Gozo,Gozo - Xewkija,2.0,2,2.0,0.0,0.0,550.0,800.0,675.0
Apartment,Gozo,Gozo - Zebbug,3.0,19,2.0,0.0,0.0,450.0,2200.0,675.0
Apartment,Gozo,Gozo - Xewkija,3.0,26,2.0,0.0,0.0,500.0,1100.0,672.5
House of Character,West,Zebbug,1.0,1,1.0,,,650.0,650.0,650.0
Penthouse,Gozo,Gozo - Nadur,2.0,3,1.0,0.0,0.0,600.0,1000.0,650.0
Maisonette Duplex,North,Mgarr,2.0,1,2.0,0.0,0.0,650.0,650.0,650.0
Apartment,North,Bugibba,1.0,61,1.0,0.0,0.0,70.0,1400.0,650.0
Townhouse,South,Zejtun,1.0,1,1.0,,,650.0,650.0,650.0
House of Character,South,Senglea,2.0,3,2.0,35.0,2.5,85.0,3500.0,650.0
Apartment,North,Burmarrad,1.0,2,1.5,0.0,0.0,600.0,700.0,650.0
Apartment,South,Zejtun,1.0,6,1.0,0.0,0.0,565.0,850.0,650.0
Townhouse,South,Birgu,1.0,1,1.0,0.0,0.0,650.0,650.0,650.0
Apartment,Gozo,Gozo - Victoria,2.0,63,1.0,0.0,0.0,450.0,1000.0,650.0
Apartment,Gozo,Gozo - Sannat,3.0,22,2.0,0.0,0.0,500.0,1100.0,650.0
Apartment,Central,Balzan,1.0,18,1.0,0.0,0.0,550.0,1200.0,650.0
Apartment,North,Qawra,1.0,94,1.0,0.0,0.0,350.0,1600.0,650.0
Apartment,Central,Attard,1.0,14,1.0,0.0,0.0,500.0,1000.0,650.0
Apartment,North,Xemxija,1.0,13,1.0,0.0,0.0,110.0,3000.0,650.0
House of Character,South,Cospicua,1.0,3,1.0,0.0,0.0,600.0,650.0,650.0
Penthouse,South,Birzebbuga,1.0,1,1.0,0.0,0.0,650.0,650.0,650.0
Maisonette Duplex,West,Zebbug,2.0,3,2.0,0.0,0.0,650.0,950.0,650.0
Farmhouse,Gozo,Gozo - San Lawrenz,6.0,1,4.0,0.0,0.0,650.0,650.0,650.0
Maisonette Duplex,East,Saint Julian's,1.0,1,2.0,,,650.0,650.0,650.0
Farmhouse,North,Burmarrad,7.0,1,5.0,,,650.0,650.0,650.0
Penthouse,South,Marsa,1.0,1,1.0,,,650.0,650.0,650.0
Apartment,Gozo,Gozo - Fontana,2.0,4,1.5,0.0,0.0,450.0,850.0,650.0
Penthouse,West,Mtarfa,1.0,1,1.0,,,650.0,650.0,650.0
Apartment,South,Tarxien,1.0,2,1.0,,,650.0,650.0,650.0
Maisonette Duplex,East,Msida,2.0,1,1.0,0.0,0.0,650.0,650.0,650.0
Townhouse,South,Mqabba,3.0,1,2.0,,,650.0,650.0,650.0
Penthouse,South,Zurrieq,1.0,1,1.0,,,650.0,650.0,650.0
Apartment,Gozo,Gozo - Xaghra,3.0,50,2.0,0.0,0.0,450.0,1100.0,650.0
Apartment,Gozo,Gozo - Marsalforn,5.0,1,2.0,0.0,0.0,650.0,650.0,650.0
House of Character,West,Rabat,1.0,2,1.0,0.0,0.0,600.0,675.0,637.5
Townhouse,Gozo,Gozo - Xaghra,2.0,1,3.0,0.0,0.0,630.0,630.0,630.0
Apartment,Gozo,Gozo - Qala,2.0,36,2.0,0.0,0.0,450.0,1200.0,625.0
Apartment,South,Birzebbuga,1.0,20,1.0,0.0,0.0,420.0,775.0,625.0
Penthouse,Gozo,Gozo - Victoria,1.0,4,1.0,0.0,0.0,550.0,750.0,625.0
Apartment,South,Ghaxaq,1.0,2,1.0,,,500.0,700.0,600.0
Penthouse,Gozo,Gozo - Ghajnsielem,1.0,7,1.0,0.0,0.0,450.0,900.0,600.0
Apartment,Gozo,Gozo - Kercem,3.0,13,2.0,0.0,0.0,450.0,900.0,600.0
Penthouse,Gozo,Gozo - Munxar,3.0,1,2.0,0.0,0.0,600.0,600.0,600.0
Townhouse,Central,Birkirkara,1.0,3,1.0,0.0,0.0,600.0,700.0,600.0
Penthouse,Gozo,Gozo - Kercem,4.0,1,2.0,0.0,0.0,600.0,600.0,600.0
Apartment,Gozo,Gozo - Xewkija,2.0,5,1.0,0.0,0.0,550.0,650.0,600.0
Farmhouse,Central,Lija,1.0,1,,,,600.0,600.0,600.0
Apartment,Gozo,Gozo - Fontana,3.0,9,2.0,0.0,0.0,550.0,900.0,600.0
Apartment,Gozo,Gozo - Munxar,3.0,6,2.0,0.0,0.0,550.0,700.0,600.0
Apartment,Gozo,Gozo - Ghajnsielem,3.0,59,2.0,0.0,0.0,495.0,2000.0,600.0
House of Character,Central,Hamrun,1.0,1,1.0,,,600.0,600.0,600.0
Apartment,Gozo,Gozo - Ghasri,3.0,4,2.0,0.0,0.0,35.0,700.0,600.0
Apartment,Gozo,Gozo - Gharb,2.0,6,2.0,0.0,0.0,500.0,750.0,600.0
Penthouse,Gozo,Gozo - Qala,3.0,1,3.0,,,600.0,600.0,600.0
Apartment,East,Bahar Ic-Caghaq,1.0,9,1.0,0.0,0.0,600.0,850.0,600.0
Townhouse,South,Birzebbuga,1.0,1,1.0,,,600.0,600.0,600.0
Penthouse,East,Paceville,1.0,2,1.0,,,600.0,600.0,600.0
Townhouse,Central,Qormi,1.0,1,1.0,,,600.0,600.0,600.0
Apartment,North,Salina,1.0,1,1.0,,,600.0,600.0,600.0
Penthouse,South,Marsa,2.0,1,2.0,,,600.0,600.0,600.0
Townhouse,Gozo,Gozo - Zebbug,3.0,1,2.0,0.0,0.0,600.0,600.0,600.0
Room,Central,Qormi,1.0,2,1.0,,,600.0,600.0,600.0
Apartment,Central,Mriehel,1.0,1,1.0,,,600.0,600.0,600.0
Townhouse,East,Ta' Xbiex,2.0,1,1.0,,,600.0,600.0,600.0
Apartment,Central,Blata Il-Bajda,1.0,7,1.0,,,500.0,850.0,600.0
Townhouse,Gozo,Gozo - Victoria,2.0,2,1.0,,,600.0,600.0,600.0
Apartment,South,Kirkop,1.0,5,1.0,0.0,90.0,600.0,750.0,600.0
Apartment,South,Luqa,1.0,3,1.0,,,520.0,800.0,600.0
Apartment,Gozo,Gozo - Xlendi,3.0,17,2.0,0.0,0.0,450.0,2300.0,600.0
Apartment,Gozo,Gozo - Marsalforn,2.0,108,1.0,0.0,0.0,400.0,1100.0,590.0
Apartment,Gozo,Gozo - Nadur,2.0,41,2.0,0.0,0.0,450.0,1000.0,590.0
Apartment,South,Safi,1.0,1,1.0,,,580.0,580.0,580.0
Apartment,Gozo,Gozo - Ghajnsielem,2.0,43,2.0,0.0,0.0,450.0,1200.0,575.0
Room,Central,Hamrun,1.0,1,1.0,0.0,0.0,550.0,550.0,550.0
Apartment,Gozo,Gozo - Munxar,2.0,2,1.0,0.0,0.0,450.0,650.0,550.0
Apartment,South,Zabbar,1.0,8,1.0,,,350.0,600.0,550.0
Apartment,West,Dingli,1.0,1,1.0,,,550.0,550.0,550.0
Apartment,Gozo,Gozo - Xlendi,2.0,51,1.0,0.0,0.0,450.0,1400.0,550.0
Penthouse,Gozo,Gozo - Nadur,1.0,6,1.0,0.0,0.0,500.0,650.0,550.0
House of Character,Gozo,Gozo - Qala,1.0,1,2.0,0.0,0.0,550.0,550.0,550.0
Apartment,Gozo,Gozo - Sannat,4.0,2,2.0,87.5,0.0,500.0,600.0,550.0
Apartment,Gozo,Gozo - Mgarr,2.0,2,1.5,0.0,0.0,475.0,600.0,537.5
Apartment,Gozo,Gozo - Sannat,2.0,8,2.0,0.0,0.0,450.0,850.0,525.0
Penthouse,Gozo,Gozo - Marsalforn,1.0,4,1.0,0.0,0.0,500.0,600.0,525.0
Penthouse,Gozo,Gozo - Xaghra,1.0,2,1.0,0.0,0.0,450.0,550.0,500.0
Penthouse,Gozo,Gozo - Xlendi,1.0,5,1.0,0.0,0.0,400.0,900.0,500.0
Penthouse,South,Ghaxaq,1.0,3,1.0,0.0,0.0,450.0,750.0,500.0
Apartment,Gozo,Gozo - Gharb,1.0,2,1.0,0.0,0.0,450.0,550.0,500.0
Apartment,Gozo,Gozo - Marsalforn,1.0,7,1.0,0.0,0.0,450.0,550.0,500.0
Apartment,Central,Hamrun,1.0,23,1.0,0.0,0.0,400.0,850.0,500.0
Room,East,Swieqi,1.0,5,1.0,,,350.0,750.0,500.0
Penthouse,Gozo,Gozo - Gharb,2.0,1,2.0,0.0,0.0,500.0,500.0,500.0
Townhouse,Gozo,Gozo - Victoria,1.0,1,1.0,0.0,0.0,500.0,500.0,500.0
Apartment,North,Manikata,1.0,3,1.0,0.0,0.0,128.0,600.0,500.0
Room,South,Zejtun,1.0,3,2.0,,,450.0,500.0,500.0
Apartment,Gozo,Gozo - Sannat,1.0,1,2.0,,,500.0,500.0,500.0
Apartment,Gozo,Gozo - Victoria,1.0,8,1.0,0.0,0.0,450.0,700.0,500.0
House of Character,South,Zurrieq,1.0,1,1.0,,,500.0,500.0,500.0
Apartment,South,Marsaxlokk,1.0,1,1.0,,,500.0,500.0,500.0
Townhouse,Gozo,Gozo - Qala,3.0,1,2.0,0.0,0.0,500.0,500.0,500.0
Apartment,Gozo,Gozo - Zebbug,1.0,3,1.0,0.0,0.0,500.0,500.0,500.0
House of Character,Gozo,Gozo - Gharb,1.0,1,2.0,0.0,0.0,480.0,480.0,480.0
Room,North,Qawra,1.0,3,2.0,,,480.0,480.0,480.0
Townhouse,South,Marsa,1.0,1,1.0,,,475.0,475.0,475.0
Apartment,Gozo,Gozo - Ghajnsielem,1.0,2,1.0,0.0,0.0,450.0,500.0,475.0
Apartment,Gozo,Gozo - Xlendi,1.0,12,1.0,0.0,0.0,400.0,1000.0,465.0
Apartment,Gozo,Gozo - Fontana,1.0,1,1.0,0.0,0.0,450.0,450.0,450.0
Room,East,Sliema,1.0,6,2.0,,,450.0,500.0,450.0
Penthouse,Gozo,Gozo - Kercem,1.0,1,1.0,0.0,0.0,450.0,450.0,450.0
Room,Central,Mosta,1.0,1,1.0,,,450.0,450.0,450.0
Apartment,Gozo,Gozo - Nadur,1.0,2,1.0,0.0,0.0,450.0,450.0,450.0
Penthouse,Gozo,Gozo - Fontana,1.0,1,1.0,0.0,0.0,450.0,450.0,450.0
Room,South,Qrendi,3.0,1,2.0,,,450.0,450.0,450.0
House of Character,Gozo,Gozo - San Lawrenz,2.0,2,2.5,0.0,0.0,30.0,800.0,415.0
Guesthouse,East,Ta' Xbiex,1.0,3,1.0,,,300.0,350.0,350.0
Room,East,Kappara,1.0,1,1.0,,,350.0,350.0,350.0
Room,North,Saint Paul's Bay,1.0,1,2.0,,,300.0,300.0,300.0
Room,Central,Birkirkara,1.0,1,1.0,,,300.0,300.0,300.0
Catering Establishments,East,Valletta,2.0,1,,,,280.0,280.0,280.0
Room,East,Gzira,3.0,1,2.0,,,220.0,220.0,220.0
House of Character,Gozo,Gozo - Xaghra,8.0,1,3.0,0.0,0.0,204.0,204.0,204.0
Catering Establishments,West,Rabat,3.0,1,,,,200.0,200.0,200.0
Catering Establishments,East,Saint Julian's,2.0,3,,,,105.0,850.0,140.0
Catering Establishments,East,Valletta,1.0,3,,,,125.0,130.0,130.0
Catering Establishments,North,Bugibba,2.0,2,,,,35.0,175.0,105.0
Catering Establishments,Central,Naxxar,1.0,4,,,,60.0,250.0,100.0
Catering Establishments,North,Xemxija,2.0,1,,,,100.0,100.0,100.0
Catering Establishments,Central,Hamrun,3.0,1,,,,100.0,100.0,100.0
Apartment,East,Paceville,5.0,1,3.0,0.0,0.0,100.0,100.0,100.0
Room,East,San Gwann,1.0,13,1.0,0.0,0.0,80.0,110.0,90.0
Room,West,Rabat,1.0,4,1.0,0.0,0.0,69.0,400.0,87.5
Catering Establishments,East,Gzira,1.0,3,,,,75.0,200.0,85.0
Block of Apartments,North,Saint Paul's Bay,2.0,1,1.0,0.0,0.0,85.0,85.0,85.0
Catering Establishments,North,Saint Paul's Bay,2.0,1,,,,80.0,80.0,80.0
Catering Establishments,East,Ta' Xbiex,1.0,4,1.0,,,26.0,100.0,78.5
Catering Establishments,East,San Gwann,1.0,1,,,,75.0,75.0,75.0
Catering Establishments,East,Msida,2.0,2,,,,55.0,90.0,72.5
Apartment,North,Mellieha,5.0,1,2.0,0.0,0.0,61.0,61.0,61.0
Catering Establishments,East,Msida,1.0,1,,,,40.0,40.0,40.0
Catering Establishments,Central,Mosta,1.0,1,,,,35.0,35.0,35.0
Catering Establishments,South,Birzebbuga,1.0,1,,,,35.0,35.0,35.0
Catering Establishments,South,Paola,1.0,1,,,,30.0,30.0,30.0
House of Character,Gozo,Gozo - San Lawrenz,3.0,3,2.0,0.0,0.0,30.0,1350.0,30.0
