Type,Province,Town,Bedrooms,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Penthouse Duplex,East,Swieqi,2.0,16,2.0,0.0,0.0,900.0,2800.0,1600.0
Apartment,East,Saint Julian's,3.0,1438,2.0,0.0,0.0,1.0,6000.0,1600.0
Terraced House,Gozo,Gozo - Gharb,3.0,2,3.0,175.0,104.0,1500.0,1650.0,1575.0
Penthouse,West,Mtarfa,3.0,2,2.5,0.0,0.0,1500.0,1600.0,1550.0
Block of Apartments,East,Bahar Ic-Caghaq,3.0,6,1.5,,,1300.0,1600.0,1550.0
Terraced House,East,Swieqi,5.0,2,3.0,0.0,0.0,1500.0,1600.0,1550.0
Apartment,East,Paceville,4.0,2,2.5,0.0,0.0,1500.0,1600.0,1550.0
House of Character,West,Zebbug,3.0,24,3.0,0.0,0.0,700.0,3800.0,1550.0
Terraced House,East,Sliema,4.0,4,2.0,,,1000.0,2000.0,1550.0
Penthouse Duplex,East,Gharghur,3.0,2,2.0,,,1375.0,1700.0,1537.5
Penthouse Duplex,North,Mellieha,1.0,1,1.0,200.0,50.0,1500.0,1500.0,1500.0
Penthouse Duplex,North,Mellieha,2.0,7,2.0,0.0,0.0,1000.0,2250.0,1500.0
House of Character,East,Gharghur,2.0,5,3.0,0.0,0.0,1000.0,1700.0,1500.0
Townhouse,South,Fgura,4.0,1,,,,1500.0,1500.0,1500.0
Townhouse,South,Birgu,3.0,2,1.5,80.0,40.0,1500.0,1500.0,1500.0
Terraced House,Central,Santa Venera,6.0,1,3.0,,,1500.0,1500.0,1500.0
Terraced House,Central,Birkirkara,4.0,7,3.0,0.0,0.0,1000.0,2200.0,1500.0
House of Character,Gozo,Gozo - Kercem,4.0,3,4.0,0.0,0.0,1300.0,1800.0,1500.0
Terraced House,Central,Birkirkara,5.0,3,3.0,0.0,0.0,1300.0,1600.0,1500.0
Terraced House,Central,Lija,4.0,1,4.0,,,1500.0,1500.0,1500.0
Penthouse Duplex,South,Kalkara,2.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Apartment,East,Bahar Ic-Caghaq,3.0,129,2.0,0.0,0.0,600.0,2500.0,1500.0
Terraced House,Central,Swatar,5.0,1,3.0,0.0,0.0,1500.0,1500.0,1500.0
House of Character,South,Senglea,4.0,1,3.0,,,1500.0,1500.0,1500.0
Terraced House,South,Safi,4.0,1,2.0,,,1500.0,1500.0,1500.0
Terraced House,South,Qrendi,3.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Penthouse,Gozo,Gozo - Fontana,3.0,1,3.0,0.0,0.0,1500.0,1500.0,1500.0
Penthouse,East,Swieqi,2.0,215,2.0,0.0,0.0,800.0,3500.0,1500.0
Maisonette,West,Zebbug,4.0,1,2.0,,,1500.0,1500.0,1500.0
Maisonette Duplex,East,Pieta,4.0,1,3.0,,,1500.0,1500.0,1500.0
Maisonette Duplex,East,Saint Julian's,2.0,3,2.0,0.0,0.0,1300.0,1900.0,1500.0
Maisonette Duplex,East,Saint Julian's,3.0,3,2.0,0.0,0.0,1500.0,1800.0,1500.0
Penthouse,East,San Gwann,3.0,32,2.0,0.0,0.0,950.0,4000.0,1500.0
Maisonette Duplex,East,Swieqi,3.0,11,2.0,0.0,0.0,1000.0,2000.0,1500.0
Maisonette Duplex,East,Swieqi,4.0,7,2.0,0.0,0.0,1200.0,2000.0,1500.0
Penthouse,East,Pieta,3.0,9,2.0,0.0,0.0,1200.0,1700.0,1500.0
Maisonette Duplex,Gozo,Gozo - Fontana,3.0,1,,,,1500.0,1500.0,1500.0
Apartment,Central,Qormi,4.0,23,2.0,0.0,0.0,1400.0,1800.0,1500.0
Maisonette Duplex,Gozo,Gozo - Ghajnsielem,2.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Terraced House,South,Kirkop,4.0,5,2.0,0.0,0.0,900.0,1950.0,1500.0
Townhouse,South,Luqa,3.0,9,2.0,0.0,0.0,875.0,1850.0,1500.0
Terraced House,South,Gudja,3.0,2,2.0,0.0,0.0,1500.0,1500.0,1500.0
Terraced House,North,Salina,3.0,3,3.0,0.0,0.0,1400.0,1500.0,1500.0
Terraced House,North,Saint Paul's Bay,5.0,2,3.5,0.0,0.0,1200.0,1800.0,1500.0
Penthouse,East,Bahar Ic-Caghaq,5.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Terraced House,South,Xghajra,4.0,3,2.0,0.0,0.0,1500.0,1500.0,1500.0
Terraced House,East,Ta' Xbiex,3.0,2,2.0,0.0,0.0,1500.0,1500.0,1500.0
Maisonette,South,Senglea,1.0,3,1.0,,,1500.0,1500.0,1500.0
Terraced House,East,San Gwann,3.0,16,2.0,0.0,0.0,900.0,1800.0,1500.0
Penthouse,South,Fgura,3.0,5,2.0,0.0,0.0,1000.0,1700.0,1500.0
House of Character,South,Zurrieq,3.0,3,2.0,0.0,0.0,1500.0,1500.0,1500.0
House of Character,South,Zurrieq,4.0,4,3.0,,,800.0,6000.0,1500.0
Penthouse,North,Xemxija,2.0,20,2.0,0.0,0.0,750.0,2100.0,1500.0
House of Character,West,Rabat,3.0,19,2.0,0.0,0.0,850.0,6083.0,1500.0
Townhouse,Gozo,Gozo - Sannat,4.0,1,5.0,0.0,0.0,1500.0,1500.0,1500.0
Maisonette,Central,Mosta,5.0,1,3.0,,,1500.0,1500.0,1500.0
Maisonette,East,Floriana,3.0,1,2.0,,,1500.0,1500.0,1500.0
Maisonette,East,Msida,4.0,3,3.0,0.0,0.0,1500.0,1500.0,1500.0
Maisonette,Gozo,Gozo - Fontana,4.0,2,2.5,0.0,0.0,1500.0,1500.0,1500.0
Townhouse,Central,Attard,3.0,6,2.0,0.0,0.0,1200.0,2350.0,1500.0
Townhouse,East,Pieta,2.0,1,2.0,,,1500.0,1500.0,1500.0
Terraced House,East,Sliema,3.0,4,2.5,,,1500.0,2300.0,1500.0
Townhouse,East,Gzira,3.0,10,2.0,0.0,0.0,1000.0,1800.0,1500.0
Maisonette,Gozo,Gozo - Xaghra,4.0,1,4.0,0.0,0.0,1500.0,1500.0,1500.0
Townhouse,Central,Santa Venera,1.0,1,2.0,,,1500.0,1500.0,1500.0
Maisonette,North,Wardija,2.0,3,2.0,,,1200.0,1500.0,1500.0
Townhouse,Central,Lija,2.0,3,2.0,0.0,0.0,1200.0,1600.0,1500.0
Townhouse,Central,Birkirkara,4.0,3,3.0,0.0,0.0,1200.0,1750.0,1500.0
Townhouse,Central,Balzan,3.0,5,3.0,0.0,0.0,1200.0,2300.0,1500.0
Townhouse,Central,Santa Venera,2.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Terraced House,Central,Attard,3.0,29,2.0,0.0,0.0,1000.0,2300.0,1500.0
Farmhouse,Gozo,Gozo - San Lawrenz,5.0,4,4.0,0.0,0.0,1200.0,1500.0,1500.0
Apartment Duplex,Central,Mosta,3.0,1,4.0,0.0,0.0,1500.0,1500.0,1500.0
Apartment Duplex,East,Madliena,2.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
House of Character,Central,Balzan,3.0,11,2.0,0.0,0.0,500.0,4500.0,1500.0
Apartment Duplex,East,Saint Julian's,1.0,22,2.0,0.0,0.0,850.0,2200.0,1500.0
Apartment Duplex,South,Kalkara,3.0,1,2.0,,,1500.0,1500.0,1500.0
Farmhouse,Gozo,Gozo - Xaghra,3.0,13,4.0,0.0,0.0,750.0,2000.0,1500.0
Villa,North,Xemxija,4.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Apartment Duplex,East,Swieqi,3.0,10,2.0,0.0,0.0,1000.0,2500.0,1500.0
Villa,South,Cospicua,4.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Apartment Duplex,Gozo,Gozo - Xaghra,5.0,1,5.0,0.0,0.0,1500.0,1500.0,1500.0
Apartment,East,Ta' Xbiex,4.0,17,2.0,0.0,0.0,750.0,6000.0,1500.0
Townhouse,South,Marsaskala,3.0,2,2.5,0.0,0.0,1300.0,1700.0,1500.0
Apartment Duplex,North,Qawra,4.0,1,4.0,0.0,0.0,1500.0,1500.0,1500.0
Farmhouse,West,Mtarfa,2.0,1,1.0,,,1500.0,1500.0,1500.0
Guesthouse,Central,Attard,3.0,1,3.0,,,1500.0,1500.0,1500.0
Apartment,East,Valletta,2.0,137,2.0,0.0,0.0,80.0,6000.0,1500.0
Apartment Duplex,North,Wardija,4.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
House of Character,Central,Attard,3.0,9,2.0,0.0,0.0,1500.0,6500.0,1500.0
Farmhouse,Gozo,Gozo - Kercem,4.0,1,5.0,0.0,0.0,1500.0,1500.0,1500.0
Farmhouse,Gozo,Gozo - Sannat,2.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Bungalow,North,Wardija,3.0,1,2.0,,,1500.0,1500.0,1500.0
Townhouse,West,Rabat,3.0,19,2.0,0.0,0.0,600.0,2200.0,1500.0
Bungalow,South,Tarxien,5.0,1,3.0,,,1500.0,1500.0,1500.0
Bungalow,South,Marsaskala,3.0,4,2.0,0.0,0.0,1200.0,1900.0,1500.0
Bungalow Semi-Detached,North,Bugibba,2.0,2,2.0,,,1200.0,1800.0,1500.0
Apartment,East,Swieqi,4.0,89,2.0,0.0,0.0,800.0,2300.0,1500.0
Bungalow,South,Birzebbuga,3.0,2,2.0,0.0,0.0,1500.0,1500.0,1500.0
Townhouse,South,Qrendi,4.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
House of Character,Central,Attard,4.0,3,3.0,0.0,0.0,1400.0,3500.0,1500.0
Cottage,North,Saint Paul's Bay,2.0,3,2.0,0.0,0.0,850.0,1500.0,1500.0
Bungalow,North,Mellieha,2.0,1,2.0,0.0,0.0,1500.0,1500.0,1500.0
Corner Terraced House,Central,Qormi,4.0,1,3.0,,,1500.0,1500.0,1500.0
Apartment,South,Birgu,2.0,28,2.0,0.0,0.0,700.0,2850.0,1500.0
Terraced House,North,Mgarr,4.0,2,2.0,0.0,0.0,1450.0,1500.0,1475.0
Terraced House,East,Kappara,3.0,2,2.5,,,1300.0,1650.0,1475.0
Penthouse Duplex,East,Swieqi,3.0,8,2.0,0.0,0.0,1200.0,2500.0,1450.0
Penthouse,East,Bahar Ic-Caghaq,4.0,4,2.0,,,1300.0,1500.0,1450.0
Apartment,North,Xemxija,4.0,4,2.0,0.0,0.0,1100.0,1500.0,1450.0
Terraced House,Central,Attard,2.0,2,2.5,50.0,50.0,1100.0,1800.0,1450.0
Penthouse,East,Pieta,5.0,2,3.5,,,1450.0,1450.0,1450.0
Penthouse Duplex,North,Bugibba,1.0,1,1.0,,,1450.0,1450.0,1450.0
Terraced House,Central,Naxxar,3.0,17,2.0,0.0,0.0,1000.0,2000.0,1450.0
Apartment Duplex,North,Saint Paul's Bay,2.0,1,2.0,0.0,0.0,1450.0,1450.0,1450.0
Terraced House,Central,Mosta,5.0,2,2.0,0.0,0.0,900.0,2000.0,1450.0
Penthouse,Central,Balzan,3.0,18,3.0,0.0,0.0,750.0,2500.0,1450.0
Apartment Duplex,North,Bugibba,2.0,1,2.0,,,1450.0,1450.0,1450.0
Apartment,East,Gzira,5.0,2,2.0,0.0,0.0,1300.0,1600.0,1450.0
Penthouse Duplex,East,Bahar Ic-Caghaq,2.0,3,2.0,,,1050.0,2500.0,1450.0
Maisonette,East,Pembroke,4.0,2,2.0,0.0,0.0,1400.0,1500.0,1450.0
Farmhouse,Gozo,Gozo - Ghasri,5.0,2,3.5,0.0,0.0,1200.0,1700.0,1450.0
Bungalow,West,Rabat,3.0,2,1.5,0.0,0.0,1300.0,1600.0,1450.0
Apartment,East,San Gwann,4.0,16,3.0,0.0,0.0,950.0,3800.0,1450.0
Townhouse,East,Valletta,3.0,2,3.0,0.0,0.0,850.0,2000.0,1425.0
Terraced House,East,Msida,3.0,6,2.0,0.0,0.0,1050.0,1600.0,1425.0
Terraced House,South,Xghajra,3.0,6,2.0,0.0,0.0,1200.0,1500.0,1425.0
Farmhouse,Gozo,Gozo - Xaghra,4.0,5,5.0,0.0,0.0,1150.0,2000.0,1400.0
Apartment,East,Gzira,6.0,1,3.0,0.0,0.0,1400.0,1400.0,1400.0
Block of Apartments,East,Saint Julian's,1.0,1,1.0,,,1400.0,1400.0,1400.0
Terraced House,Gozo,Gozo - Victoria,5.0,1,3.0,0.0,0.0,1400.0,1400.0,1400.0
Farmhouse,South,Ghaxaq,3.0,3,2.0,0.0,0.0,500.0,1600.0,1400.0
Townhouse,East,Sliema,2.0,85,2.0,0.0,0.0,700.0,2300.0,1400.0
Penthouse Duplex,East,Valletta,2.0,5,2.0,50.0,20.0,900.0,2400.0,1400.0
Terraced House,Gozo,Gozo - Xaghra,2.0,1,2.0,0.0,0.0,1400.0,1400.0,1400.0
Farmhouse,Gozo,Gozo - Nadur,4.0,2,2.0,0.0,0.0,1200.0,1600.0,1400.0
Maisonette,Central,Santa Venera,4.0,1,2.0,,,1400.0,1400.0,1400.0
Penthouse,East,Msida,3.0,89,2.0,0.0,0.0,700.0,3500.0,1400.0
House of Character,Gozo,Gozo - Ghasri,5.0,3,6.0,0.0,0.0,700.0,1400.0,1400.0
Terraced House,Central,Swatar,3.0,12,2.0,0.0,0.0,950.0,1600.0,1400.0
Terraced House,North,Manikata,3.0,2,2.5,0.0,0.0,1300.0,1500.0,1400.0
Apartment,Central,Iklin,4.0,1,2.0,0.0,0.0,1400.0,1400.0,1400.0
Townhouse,Central,Birkirkara,3.0,11,2.0,0.0,0.0,700.0,2000.0,1400.0
Bungalow,East,Swieqi,2.0,1,2.0,,,1400.0,1400.0,1400.0
Maisonette Duplex,Central,Iklin,3.0,1,2.0,,,1400.0,1400.0,1400.0
House of Character,South,Birzebbuga,3.0,1,3.0,0.0,0.0,1400.0,1400.0,1400.0
Penthouse,East,Pembroke,2.0,3,2.0,0.0,0.0,600.0,1600.0,1400.0
House of Character,Gozo,Gozo - Ghasri,4.0,2,4.0,0.0,0.0,1300.0,1500.0,1400.0
Penthouse,Central,Naxxar,3.0,50,2.0,0.0,0.0,800.0,3900.0,1400.0
Terraced House,Central,Qormi,5.0,2,2.5,,,1300.0,1500.0,1400.0
Penthouse Duplex,Central,Qormi,5.0,1,,,,1400.0,1400.0,1400.0
Apartment,East,Kappara,3.0,64,2.0,0.0,0.0,700.0,1900.0,1400.0
Penthouse Duplex,Central,Attard,3.0,2,2.0,,,1400.0,1400.0,1400.0
Terraced House,East,Pembroke,5.0,2,2.5,0.0,0.0,1200.0,1600.0,1400.0
Apartment Duplex,West,Rabat,3.0,2,1.5,,,1000.0,1800.0,1400.0
Terraced House,Central,Lija,3.0,5,2.0,0.0,0.0,1200.0,1800.0,1400.0
House of Character,Gozo,Gozo - Ghajnsielem,2.0,3,1.5,0.0,0.0,500.0,1500.0,1400.0
Maisonette Duplex,South,Senglea,2.0,2,2.0,0.0,0.0,1300.0,1500.0,1400.0
Penthouse,West,Rabat,3.0,4,2.0,0.0,0.0,1200.0,1600.0,1400.0
Terraced House,Gozo,Gozo - Qala,4.0,2,4.0,0.0,0.0,1300.0,1500.0,1400.0
Terraced House,West,Siggiewi,4.0,2,2.0,,,1000.0,1800.0,1400.0
House of Character,Gozo,Gozo - Gharb,4.0,5,3.5,0.0,0.0,1200.0,1800.0,1400.0
Apartment Duplex,East,Swieqi,2.0,2,1.5,,,1300.0,1500.0,1400.0
Maisonette,East,Pembroke,3.0,28,2.0,0.0,0.0,950.0,1500.0,1400.0
Terraced House,Central,Naxxar,4.0,7,3.0,0.0,0.0,800.0,2300.0,1400.0
Penthouse,East,Pembroke,3.0,1,2.0,,,1400.0,1400.0,1400.0
Apartment,East,Swieqi,3.0,1281,2.0,0.0,0.0,90.0,3500.0,1400.0
Apartment Duplex,North,Wardija,3.0,3,3.0,0.0,0.0,1400.0,1400.0,1400.0
Penthouse Duplex,Gozo,Gozo - Xaghra,4.0,1,4.0,0.0,0.0,1400.0,1400.0,1400.0
Apartment,Central,Santa Venera,4.0,9,2.0,0.0,0.0,800.0,3000.0,1400.0
Maisonette Semi-Detached,Central,Balzan,3.0,1,2.0,,,1400.0,1400.0,1400.0
Terraced House,East,Gharghur,3.0,4,3.0,0.0,0.0,1300.0,1500.0,1400.0
Apartment,East,Saint Julian's,2.0,1696,2.0,0.0,0.0,60.0,6000.0,1400.0
Apartment,South,Safi,4.0,6,2.0,,,1200.0,1500.0,1400.0
Maisonette,Gozo,Gozo - Xlendi,3.0,3,2.0,0.0,0.0,750.0,1500.0,1400.0
House of Character,Gozo,Gozo - Xaghra,4.0,13,4.0,0.0,0.0,1000.0,1950.0,1400.0
House of Character,North,Manikata,3.0,2,2.0,0.0,0.0,1000.0,1800.0,1400.0
Terraced House,South,Marsa,6.0,1,3.0,,,1400.0,1400.0,1400.0
Farmhouse,Gozo,Gozo - Ghajnsielem,4.0,1,4.0,0.0,0.0,1400.0,1400.0,1400.0
Terraced House,Central,Birkirkara,6.0,1,2.0,,,1400.0,1400.0,1400.0
Townhouse,Central,Naxxar,4.0,1,2.0,,,1400.0,1400.0,1400.0
Penthouse,East,Kappara,2.0,10,2.0,0.0,0.0,1150.0,2000.0,1400.0
House of Character,Gozo,Gozo - Sannat,4.0,2,3.0,0.0,62.0,1300.0,1500.0,1400.0
Maisonette Semi-Detached,East,San Gwann,3.0,2,2.0,0.0,0.0,1200.0,1600.0,1400.0
Townhouse,South,Cospicua,4.0,10,3.0,62.5,40.0,1150.0,2000.0,1400.0
House of Character,Gozo,Gozo - San Lawrenz,4.0,1,4.0,0.0,0.0,1400.0,1400.0,1400.0
Farmhouse,Gozo,Gozo - San Lawrenz,3.0,4,3.0,0.0,0.0,800.0,2000.0,1400.0
House of Character,North,Saint Paul's Bay,2.0,3,2.0,,,100.0,1500.0,1400.0
Farmhouse,Gozo,Gozo - Sannat,3.0,3,3.0,0.0,0.0,1200.0,2000.0,1400.0
Apartment,West,Zebbug,4.0,10,2.0,0.0,0.0,800.0,1800.0,1400.0
Maisonette Semi-Detached,Central,Attard,3.0,1,3.0,0.0,0.0,1400.0,1400.0,1400.0
Penthouse,East,Bahar Ic-Caghaq,2.0,14,2.0,0.0,0.0,900.0,1500.0,1387.5
Terraced House,East,Sliema,2.0,6,3.0,0.0,0.0,1100.0,1500.0,1375.0
Penthouse Duplex,East,Valletta,1.0,2,1.5,0.0,0.0,1350.0,1400.0,1375.0
Penthouse,North,Xemxija,3.0,16,2.0,0.0,0.0,700.0,2500.0,1375.0
Maisonette,East,Madliena,3.0,36,2.0,0.0,0.0,775.0,1500.0,1375.0
Terraced House,West,Siggiewi,2.0,2,1.5,0.0,0.0,1000.0,1750.0,1375.0
Maisonette Duplex,North,Bidnija,3.0,1,2.0,0.0,0.0,1350.0,1350.0,1350.0
Maisonette,East,Gzira,3.0,33,2.0,0.0,0.0,850.0,1500.0,1350.0
Penthouse,Gozo,Gozo - Nadur,3.0,3,2.0,0.0,0.0,800.0,1400.0,1350.0
Maisonette,North,Wardija,4.0,2,3.0,,,1200.0,1500.0,1350.0
Terraced House,Central,Balzan,3.0,4,3.0,0.0,0.0,900.0,1700.0,1350.0
Maisonette Duplex,East,Swieqi,2.0,2,2.5,0.0,0.0,1350.0,1350.0,1350.0
Townhouse,South,Gudja,4.0,1,2.0,,,1350.0,1350.0,1350.0
Farmhouse,Gozo,Gozo - Xewkija,3.0,3,3.0,0.0,0.0,900.0,1500.0,1350.0
Townhouse,Gozo,Gozo - Gharb,5.0,2,4.5,0.0,0.0,1200.0,1500.0,1350.0
Terraced House,Central,Mosta,4.0,10,3.0,0.0,0.0,950.0,2000.0,1350.0
Farmhouse,Gozo,Gozo - Munxar,4.0,2,3.5,,,1200.0,1500.0,1350.0
Townhouse,Central,Santa Venera,3.0,3,2.0,5.0,5.0,1100.0,2000.0,1350.0
Penthouse Duplex,East,Gzira,2.0,20,2.0,0.0,0.0,1000.0,2700.0,1350.0
House of Character,South,Birgu,2.0,5,2.0,0.0,0.0,850.0,1500.0,1350.0
Apartment Duplex,East,Sliema,2.0,17,2.0,0.0,0.0,900.0,2000.0,1350.0
Terraced House,South,Marsaskala,5.0,4,4.0,0.0,0.0,900.0,1400.0,1350.0
House of Character,South,Zabbar,3.0,7,3.0,80.0,2.5,1300.0,1500.0,1350.0
Apartment,Central,Balzan,4.0,4,2.5,0.0,0.0,1100.0,2000.0,1350.0
Townhouse,East,Floriana,1.0,8,1.0,0.0,0.0,1000.0,1400.0,1350.0
Maisonette Duplex,East,Floriana,1.0,1,1.0,0.0,0.0,1350.0,1350.0,1350.0
Bungalow,South,Marsaxlokk,3.0,2,2.0,,,1200.0,1500.0,1350.0
Maisonette Duplex,North,Mellieha,4.0,3,3.0,0.0,0.0,1000.0,1350.0,1350.0
House of Character,East,Sliema,2.0,4,2.0,0.0,0.0,1000.0,1500.0,1350.0
Townhouse,East,Bahar Ic-Caghaq,3.0,1,1.0,0.0,0.0,1350.0,1350.0,1350.0
Penthouse Duplex,North,Mgarr,3.0,1,2.0,,,1350.0,1350.0,1350.0
House of Character,East,Saint Julian's,4.0,1,3.0,0.0,0.0,1350.0,1350.0,1350.0
Townhouse,South,Zejtun,4.0,2,3.0,0.0,0.0,1200.0,1500.0,1350.0
Penthouse Duplex,South,Paola,2.0,2,2.0,0.0,0.0,1150.0,1500.0,1325.0
Penthouse,Central,Hamrun,3.0,4,2.0,,,650.0,1450.0,1325.0
House of Character,South,Qrendi,3.0,2,2.5,0.0,0.0,850.0,1800.0,1325.0
Apartment,South,Senglea,3.0,4,2.0,0.0,0.0,950.0,1500.0,1325.0
House of Character,Gozo,Gozo - Zebbug,3.0,6,3.0,0.0,0.0,800.0,2500.0,1325.0
Penthouse,Central,Mosta,3.0,61,2.0,0.0,0.0,600.0,3000.0,1325.0
Townhouse,East,Pieta,3.0,2,2.0,,,1200.0,1450.0,1325.0
Maisonette Duplex,West,Dingli,3.0,4,2.0,150.0,75.0,1000.0,1300.0,1300.0
Townhouse,East,Msida,3.0,7,2.0,0.0,0.0,1000.0,1900.0,1300.0
Farmhouse,Gozo,Gozo - Zebbug,4.0,3,3.0,0.0,0.0,1100.0,1400.0,1300.0
Penthouse,North,Saint Paul's Bay,3.0,60,2.0,0.0,0.0,113.0,4500.0,1300.0
Farmhouse,Gozo,Gozo - Qala,4.0,6,4.0,0.0,0.0,650.0,1750.0,1300.0
Terraced House,West,Mtarfa,3.0,1,3.0,0.0,0.0,1300.0,1300.0,1300.0
Apartment,East,Sliema,2.0,2832,2.0,0.0,0.0,50.0,5800.0,1300.0
Farmhouse,Gozo,Gozo - Qala,3.0,5,3.0,0.0,0.0,800.0,1400.0,1300.0
Terraced House,North,Manikata,2.0,1,3.0,,,1300.0,1300.0,1300.0
Townhouse,East,Pieta,4.0,1,2.0,,,1300.0,1300.0,1300.0
Penthouse Duplex,Central,Iklin,4.0,1,2.0,0.0,0.0,1300.0,1300.0,1300.0
Farmhouse,Gozo,Gozo - Sannat,5.0,1,4.0,0.0,65.0,1300.0,1300.0,1300.0
Farmhouse,Gozo,Gozo - Victoria,3.0,3,2.5,0.0,0.0,1300.0,2800.0,1300.0
Maisonette,East,Ta' Xbiex,3.0,4,2.0,0.0,0.0,1200.0,1400.0,1300.0
Terraced House,West,Rabat,4.0,7,2.0,0.0,0.0,800.0,1750.0,1300.0
Townhouse,South,Xghajra,3.0,2,2.0,0.0,0.0,1200.0,1400.0,1300.0
Terraced House,West,Zebbug,5.0,5,2.0,0.0,0.0,1100.0,1450.0,1300.0
Terraced House,East,Msida,2.0,1,2.0,0.0,0.0,1300.0,1300.0,1300.0
Terraced House,West,Zebbug,4.0,9,2.0,0.0,0.0,1100.0,1600.0,1300.0
Townhouse,South,Zurrieq,3.0,3,2.0,190.0,19.0,850.0,1800.0,1300.0
Maisonette Semi-Detached,East,Bahar Ic-Caghaq,3.0,1,2.0,0.0,0.0,1300.0,1300.0,1300.0
Farmhouse,Gozo,Gozo - Xaghra,5.0,2,5.0,0.0,0.0,1000.0,1600.0,1300.0
Maisonette Duplex,East,San Gwann,4.0,1,2.0,0.0,0.0,1300.0,1300.0,1300.0
Maisonette Duplex,East,San Gwann,3.0,4,2.0,90.0,30.0,1150.0,1700.0,1300.0
Maisonette,East,Sliema,3.0,27,2.0,0.0,0.0,1000.0,1500.0,1300.0
Farmhouse,Gozo,Gozo - Xewkija,4.0,6,4.0,0.0,0.0,1200.0,2000.0,1300.0
Townhouse,Central,Lija,3.0,6,2.0,0.0,0.0,1200.0,1600.0,1300.0
Townhouse,West,Rabat,4.0,3,2.0,0.0,0.0,1200.0,1350.0,1300.0
Penthouse,East,Ta' Xbiex,2.0,23,2.0,0.0,0.0,1100.0,4000.0,1300.0
Townhouse,West,Zebbug,4.0,2,3.0,,,1000.0,1600.0,1300.0
Penthouse,Central,Attard,3.0,29,2.0,0.0,0.0,750.0,2000.0,1300.0
Apartment Duplex,Gozo,Gozo - Ghajnsielem,3.0,1,2.0,0.0,0.0,1300.0,1300.0,1300.0
Corner Terraced House,North,Manikata,2.0,1,1.0,,,1300.0,1300.0,1300.0
Guesthouse,South,Birzebbuga,3.0,1,1.0,,,1300.0,1300.0,1300.0
Penthouse,East,Pieta,2.0,53,2.0,0.0,0.0,650.0,1800.0,1300.0
Apartment Duplex,South,Senglea,2.0,4,2.0,0.0,0.0,1300.0,1300.0,1300.0
House of Character,West,Siggiewi,2.0,18,2.0,0.0,0.0,600.0,2800.0,1300.0
Penthouse,North,Burmarrad,3.0,5,2.0,0.0,0.0,800.0,1500.0,1300.0
House of Character,South,Xghajra,3.0,1,2.0,,,1300.0,1300.0,1300.0
Penthouse Duplex,Gozo,Gozo - Zebbug,3.0,1,3.0,,,1300.0,1300.0,1300.0
Corner Terraced House,North,Mgarr,6.0,1,3.0,,,1300.0,1300.0,1300.0
Apartment,Gozo,Gozo - Marsalforn,3.0,538,2.0,0.0,0.0,450.0,1300.0,1300.0
House of Character,North,Saint Paul's Bay,3.0,1,3.0,,,1300.0,1300.0,1300.0
Penthouse,North,Mellieha,3.0,53,2.0,0.0,0.0,750.0,6120.0,1300.0
Apartment,East,Pieta,3.0,171,2.0,0.0,0.0,600.0,3000.0,1300.0
House of Character,East,Bahar Ic-Caghaq,2.0,1,2.0,,,1300.0,1300.0,1300.0
House of Character,Gozo,Gozo - Zebbug,5.0,1,2.0,0.0,0.0,1300.0,1300.0,1300.0
House of Character,Gozo,Gozo - Zebbug,4.0,4,3.0,0.0,0.0,1100.0,1600.0,1300.0
House of Character,Gozo,Gozo - Xewkija,5.0,4,4.0,0.0,0.0,1100.0,1900.0,1300.0
House of Character,Gozo,Gozo - Nadur,5.0,2,4.0,0.0,0.0,1050.0,1550.0,1300.0
House of Character,Gozo,Gozo - Xaghra,3.0,16,3.0,0.0,0.0,600.0,2500.0,1300.0
Penthouse,East,Gharghur,3.0,462,2.0,0.0,0.0,850.0,9000.0,1300.0
Penthouse,Central,Lija,2.0,13,2.0,0.0,0.0,700.0,3500.0,1300.0
Bungalow,Central,Birkirkara,3.0,1,2.0,,,1300.0,1300.0,1300.0
Terraced House,South,Zurrieq,4.0,5,2.0,0.0,0.0,900.0,1400.0,1300.0
Penthouse,South,Marsaskala,3.0,45,2.0,0.0,0.0,700.0,4550.0,1300.0
House of Character,Central,Santa Venera,2.0,1,2.0,,,1300.0,1300.0,1300.0
Terraced House,South,Zejtun,5.0,1,2.0,0.0,0.0,1300.0,1300.0,1300.0
Penthouse,Central,Balzan,2.0,30,2.0,0.0,0.0,900.0,1700.0,1300.0
House of Character,Gozo,Gozo - Ghajnsielem,4.0,3,3.0,0.0,0.0,1200.0,1300.0,1300.0
Penthouse Duplex,East,Gzira,1.0,1,1.0,0.0,0.0,1300.0,1300.0,1300.0
