Type,Province,Town,Bedrooms,Stage,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Apartment,South,Paola,3.0,Finished,26,2.0,108.0,13.0,142000.0,293000.0,202250.0
Apartment Duplex,Central,Birkirkara,2.0,Finished,2,2.0,,,197000.0,207000.0,202000.0
House of Character,South,Tarxien,3.0,Furnished,3,2.0,120.0,30.0,165000.0,425000.0,202000.0
Apartment,South,Luqa,1.0,Finished,7,2.0,90.0,6.0,156000.0,213000.0,202000.0
Apartment,South,Marsaskala,2.0,Shell,15,2.0,95.0,3.0,192000.0,325000.0,202000.0
Penthouse,Gozo,Gozo - Xaghra,2.0,Shell,4,2.0,57.0,17.0,170000.0,246000.0,201250.0
Penthouse,Central,Qormi,1.0,Plan,5,2.0,54.0,18.0,150000.0,320000.0,201000.0
Apartment,Central,Balzan,1.0,Plan,2,2.5,0.0,8.0,198000.0,204000.0,201000.0
Apartment,Central,Qormi,1.0,Unclassified,2,1.0,72.0,22.5,181000.0,220000.0,200500.0
Penthouse,South,Luqa,1.0,Unclassified,3,1.0,46.0,19.0,175000.0,213000.0,200000.0
Apartment,Gozo,Gozo - Victoria,3.0,Plan,21,2.0,131.0,15.0,153000.0,300000.0,200000.0
Apartment,South,Safi,2.0,Finished,8,2.0,,,170000.0,265000.0,200000.0
Apartment,Gozo,Gozo - Xaghra,3.0,Unclassified,12,2.0,100.0,9.3,160000.0,275000.0,200000.0
Penthouse,South,Paola,2.0,Finished,5,2.0,71.0,31.0,165000.0,281000.0,200000.0
Apartment,Central,Birkirkara,1.0,Furnished,2,1.0,,,200000.0,200000.0,200000.0
Apartment,North,Bugibba,2.0,Shell,2,1.5,68.0,32.0,180000.0,220000.0,200000.0
Apartment,North,Saint Paul's Bay,1.0,Unclassified,11,1.0,50.0,8.0,135000.0,525000.0,200000.0
Apartment,South,Luqa,2.0,Finished,20,2.0,113.0,16.0,184000.0,220000.0,200000.0
Apartment,South,Cospicua,2.0,Furnished,4,1.0,,,191000.0,235000.0,199500.0
House of Character,South,Tarxien,3.0,Finished,2,2.0,,,165000.0,234000.0,199500.0
Apartment,Central,Qormi,1.0,Furnished,3,1.0,63.0,3.0,199000.0,220000.0,199000.0
Apartment,East,Msida,2.0,Plan,53,2.0,82.0,8.0,148500.0,250000.0,198500.0
Apartment,East,Pieta,2.0,Plan,7,2.0,91.0,8.0,175000.0,285000.0,198000.0
Apartment,East,Paceville,1.0,Shell,6,,,,198000.0,198000.0,198000.0
Apartment,East,Ta' Xbiex,1.0,Finished,3,1.0,0.0,5.0,198000.0,237000.0,198000.0
Apartment,Central,Mosta,1.0,Plan,10,1.0,80.0,5.0,185000.0,249000.0,198000.0
Apartment,South,Marsaxlokk,2.0,Unclassified,28,2.0,86.0,8.0,156000.0,285000.0,198000.0
Apartment,Gozo,Gozo - Qala,3.0,Finished,2,2.0,0.0,10.0,195000.0,200000.0,197500.0
Apartment,Central,Santa Venera,2.0,Shell,14,2.0,98.0,6.0,170000.0,265000.0,197500.0
Apartment,Gozo,Gozo - Ghajnsielem,2.0,Unclassified,16,2.0,81.0,8.2,160000.0,424000.0,197500.0
Apartment,Central,Qormi,2.0,Shell,7,2.0,0.0,17.0,181000.0,207000.0,197000.0
Apartment,South,Luqa,2.0,Plan,9,2.0,,,181000.0,202000.0,197000.0
Apartment,South,Xghajra,2.0,Finished,7,2.0,80.0,5.0,190000.0,245000.0,197000.0
Apartment,South,Zabbar,2.0,Finished,84,2.0,81.0,10.0,165000.0,305000.0,197000.0
Apartment,South,Luqa,1.0,Plan,2,2.0,87.0,7.0,191500.0,202000.0,196750.0
Apartment,North,Mellieha,1.0,Furnished,3,1.0,70.5,9.0,196000.0,305000.0,196000.0
Apartment,Gozo,Gozo - Victoria,3.0,Unclassified,2,2.0,103.5,20.5,171000.0,220000.0,195500.0
Apartment,Central,Mosta,1.0,Unclassified,4,1.0,69.5,7.0,190000.0,270000.0,195500.0
Townhouse,Central,Qormi,1.0,Furnished,2,1.0,89.0,17.0,185000.0,206000.0,195500.0
Apartment,South,Fgura,3.0,Shell,30,2.0,109.0,8.0,180000.0,255000.0,195000.0
Apartment,Gozo,Gozo - Xlendi,3.0,Shell,4,2.0,0.0,11.0,170000.0,260000.0,195000.0
Apartment,Gozo,Gozo - Nadur,3.0,Plan,3,2.0,115.0,13.0,180000.0,315500.0,195000.0
Penthouse,Central,Mosta,1.0,Furnished,4,1.0,48.0,28.0,170000.0,239000.0,195000.0
Apartment,East,Msida,2.0,Shell,45,2.0,83.5,10.5,139500.0,295000.0,195000.0
Apartment,Central,Hamrun,2.0,Finished,77,2.0,90.0,6.0,139000.0,245000.0,195000.0
Townhouse,South,Cospicua,2.0,Unclassified,279,2.0,124.0,17.0,195000.0,430000.0,195000.0
Apartment,South,Qrendi,2.0,Finished,12,2.0,,,176000.0,281000.0,194500.0
Apartment,Gozo,Gozo - Sannat,3.0,Unclassified,8,2.0,122.0,17.0,170000.0,318000.0,194500.0
Apartment,Central,Hamrun,3.0,Shell,8,2.0,118.0,8.0,133000.0,236000.0,193000.0
Apartment,West,Siggiewi,2.0,Shell,9,2.0,74.5,11.5,178000.0,250000.0,193000.0
Apartment,Gozo,Gozo - Xewkija,3.0,Unclassified,23,2.0,126.0,13.5,145000.0,278000.0,193000.0
Apartment,Central,Mosta,1.0,Finished,8,1.0,,,135000.0,249000.0,192500.0
Townhouse,Central,Birkirkara,1.0,Unclassified,2,1.5,59.0,8.0,170000.0,215000.0,192500.0
Apartment,South,Xghajra,2.0,Shell,4,2.0,,,185000.0,198000.0,192500.0
Apartment,South,Xghajra,2.0,Plan,5,1.0,0.0,10.0,192000.0,234000.0,192000.0
Apartment,South,Paola,2.0,Plan,7,2.0,80.0,10.0,150000.0,191000.0,191000.0
Apartment,South,Qrendi,2.0,Shell,20,2.0,87.0,12.0,166000.0,276000.0,191000.0
Apartment,South,Tarxien,2.0,Finished,38,2.0,90.0,8.0,170000.0,238000.0,191000.0
Apartment,South,Tarxien,2.0,Plan,13,2.0,92.0,10.0,180000.0,245000.0,191000.0
Apartment,South,Paola,3.0,Unclassified,6,2.0,91.0,6.0,169000.0,269000.0,191000.0
Penthouse,Central,Santa Venera,1.0,Unclassified,6,1.0,46.5,8.5,180000.0,213000.0,190500.0
Apartment,North,Bugibba,1.0,Furnished,2,1.0,60.0,4.0,190000.0,191000.0,190500.0
Apartment,Central,Birkirkara,1.0,Finished,3,2.0,50.0,6.0,185000.0,200000.0,190000.0
Apartment,South,Zejtun,2.0,Plan,8,2.0,85.0,8.5,148000.0,250000.0,190000.0
Apartment,Gozo,Gozo - Nadur,3.0,Shell,15,2.0,128.0,17.0,144000.0,291000.0,190000.0
Apartment,South,Marsa,1.0,Finished,4,1.0,59.0,34.0,138000.0,202000.0,190000.0
Apartment,North,Mgarr,1.0,Furnished,4,1.0,0.0,0.0,190000.0,191000.0,190000.0
Penthouse,North,Saint Paul's Bay,1.0,Furnished,3,1.0,,,179000.0,229000.0,190000.0
Penthouse,South,Luqa,1.0,Finished,2,1.5,0.0,85.0,165000.0,213000.0,189000.0
Penthouse,Central,Hamrun,2.0,Shell,3,2.0,90.0,25.0,189000.0,240000.0,189000.0
Penthouse,Gozo,Gozo - Victoria,2.0,Shell,2,2.5,81.0,32.0,180000.0,198000.0,189000.0
Apartment,North,Mellieha,2.0,Shell,16,2.0,88.0,12.0,169000.0,307000.0,189000.0
Apartment,Central,Birkirkara,2.0,Shell,32,2.0,82.0,8.5,170000.0,280000.0,189000.0
Penthouse,South,Kalkara,1.0,Finished,2,1.0,60.0,46.0,186000.0,190000.0,188000.0
Apartment,Gozo,Gozo - Xlendi,3.0,Plan,2,2.0,124.0,15.0,186000.0,188000.0,187000.0
Apartment,South,Paola,2.0,Finished,12,2.0,73.0,19.0,133000.0,202000.0,186250.0
Apartment,South,Fgura,2.0,Unclassified,11,2.0,84.25,7.31,160000.0,227000.0,186000.0
Penthouse,South,Tarxien,1.0,Unclassified,2,1.0,55.5,31.0,186000.0,186000.0,186000.0
Apartment,South,Zejtun,2.0,Finished,10,2.0,83.0,11.0,180000.0,265000.0,186000.0
Penthouse,Gozo,Gozo - Xaghra,2.0,Plan,4,2.0,101.0,23.0,180000.0,250000.0,186000.0
Apartment,South,Tarxien,2.0,Unclassified,6,2.0,82.0,10.0,181000.0,191000.0,186000.0
Apartment Duplex,East,San Gwann,1.0,Finished,8,2.0,,,180000.0,250000.0,185000.0
Apartment,Central,Naxxar,1.0,Unclassified,12,1.0,56.0,10.0,185000.0,185000.0,185000.0
Penthouse,South,Paola,2.0,Shell,12,2.0,72.0,20.5,155000.0,329000.0,185000.0
Apartment,East,Msida,1.0,Plan,22,1.0,58.0,6.0,136000.0,229000.0,185000.0
Penthouse,South,Fgura,1.0,Finished,6,1.0,62.0,20.0,155000.0,266000.0,184000.0
Apartment,Central,Santa Venera,1.0,Plan,14,1.0,76.0,16.0,150000.0,240000.0,182500.0
Apartment,Gozo,Gozo - Nadur,2.0,Shell,6,2.0,127.0,9.5,148000.0,314000.0,182000.0
Apartment,East,San Gwann,1.0,Finished,18,1.0,58.0,6.0,150000.0,375000.0,182000.0
Apartment,South,Paola,1.0,Plan,2,2.0,80.0,10.0,181000.0,181000.0,181000.0
Apartment,Gozo,Gozo - Gharb,3.0,Shell,2,2.0,143.0,18.0,180000.0,182000.0,181000.0
Apartment,South,Fgura,2.0,Plan,9,2.0,0.0,9.0,175000.0,250000.0,181000.0
Apartment,East,San Gwann,1.0,Unclassified,3,2.0,67.0,9.0,180000.0,180000.0,180000.0
Apartment,Gozo,Gozo - Marsalforn,3.0,Shell,8,2.0,0.0,5.0,140000.0,250000.0,180000.0
Apartment Duplex,East,San Gwann,1.0,Plan,5,2.0,,,180000.0,180000.0,180000.0
Apartment,North,Qawra,1.0,Furnished,3,1.0,33.0,4.0,153000.0,190000.0,180000.0
Apartment,East,San Gwann,1.0,Shell,3,1.0,71.5,11.5,170000.0,184000.0,179000.0
Penthouse,Central,Hamrun,1.0,Shell,2,1.0,50.0,24.0,160000.0,198000.0,179000.0
Apartment,South,Tarxien,1.0,Finished,4,2.0,57.0,10.0,145000.0,187000.0,177500.0
Apartment,Gozo,Gozo - Xaghra,3.0,Plan,16,2.0,124.0,15.5,143000.0,210000.0,177500.0
Apartment,Gozo,Gozo - Victoria,3.0,Shell,14,2.5,126.0,17.5,162000.0,230000.0,177000.0
Apartment,East,Gzira,1.0,Shell,17,1.0,49.0,6.0,165000.0,258000.0,176500.0
Apartment,Gozo,Gozo - Victoria,2.0,Plan,5,2.0,81.0,21.0,170000.0,225000.0,176000.0
Apartment,South,Ghaxaq,1.0,Finished,2,1.0,0.0,8.0,175000.0,176000.0,175500.0
Penthouse Duplex,Central,Santa Venera,2.0,Shell,2,2.0,90.0,15.0,175000.0,175000.0,175000.0
Apartment,South,Paola,3.0,Shell,45,2.0,103.5,8.0,140000.0,285000.0,175000.0
Apartment,North,Saint Paul's Bay,1.0,Plan,11,1.0,57.0,10.0,165000.0,260000.0,175000.0
Apartment,South,Fgura,2.0,Shell,16,2.0,93.0,8.0,157000.0,210000.0,175000.0
Apartment,East,Kappara,1.0,Finished,6,1.0,50.0,7.0,170000.0,196000.0,175000.0
Apartment,South,Marsa,3.0,Finished,9,2.0,111.0,17.0,165000.0,230000.0,175000.0
Apartment,South,Tarxien,2.0,Furnished,3,1.0,64.0,4.0,170000.0,275000.0,175000.0
Apartment,Gozo,Gozo - Marsalforn,2.0,Furnished,7,1.0,68.0,4.0,144000.0,268000.0,175000.0
Apartment,East,San Gwann,1.0,Plan,8,1.0,50.0,6.0,145000.0,250000.0,174500.0
Apartment,South,Paola,2.0,Unclassified,16,2.0,90.79,3.43,163000.0,290000.0,174250.0
Apartment,South,Safi,2.0,Plan,11,2.0,93.0,10.0,168000.0,250000.0,174000.0
Penthouse,South,Fgura,1.0,Plan,3,1.0,60.0,28.0,155000.0,199000.0,174000.0
Apartment,Gozo,Gozo - Zebbug,3.0,Plan,4,2.0,,,172000.0,530000.0,173500.0
Penthouse,Central,Birkirkara,1.0,Shell,4,1.5,122.0,42.0,160000.0,277000.0,173500.0
Apartment,Gozo,Gozo - Qala,2.0,Unclassified,2,2.0,91.0,6.0,160000.0,187000.0,173500.0
Apartment,West,Zebbug,2.0,Shell,12,1.5,,,117000.0,260000.0,173000.0
Apartment,North,Qawra,2.0,Shell,8,2.0,105.0,15.0,170000.0,285000.0,173000.0
Apartment,South,Zabbar,1.0,Finished,22,1.0,58.0,9.0,143500.0,230000.0,172550.0
Apartment,East,Msida,1.0,Finished,76,1.0,61.5,8.0,145000.0,245000.0,171500.0
Apartment,Gozo,Gozo - Sannat,3.0,Plan,12,2.0,124.0,12.5,145000.0,398000.0,171500.0
Apartment,Central,Hamrun,1.0,Furnished,2,1.0,,,165000.0,177000.0,171000.0
Apartment,Gozo,Gozo - Fontana,3.0,Plan,2,2.0,137.5,19.0,170000.0,172000.0,171000.0
Apartment,Gozo,Gozo - Ghajnsielem,3.0,Plan,4,2.0,90.0,20.0,165000.0,245000.0,170000.0
Penthouse,South,Fgura,1.0,Unclassified,2,1.0,49.7,28.9,170000.0,170000.0,170000.0
Apartment,Central,Birkirkara,1.0,Unclassified,2,1.0,55.0,,155000.0,185000.0,170000.0
Apartment,Gozo,Gozo - Xaghra,2.0,Unclassified,8,1.0,89.95,5.76,157000.0,190000.0,169500.0
Apartment,South,Safi,2.0,Shell,10,2.0,,,163000.0,175000.0,169000.0
Apartment,Central,Qormi,1.0,Finished,12,1.0,58.0,2.0,156000.0,190000.0,168500.0
Penthouse Duplex,Central,Hamrun,2.0,Shell,2,2.0,85.0,20.0,168000.0,168000.0,168000.0
Apartment,Gozo,Gozo - Xewkija,2.0,Unclassified,6,2.0,115.0,11.0,155000.0,182000.0,167500.0
Penthouse,South,Paola,1.0,Plan,4,2.0,54.0,10.0,160000.0,178000.0,167500.0
Apartment,East,Msida,1.0,Unclassified,32,1.0,55.0,9.0,115000.0,228000.0,167500.0
Apartment,South,Zabbar,1.0,Unclassified,2,1.5,0.0,0.0,164000.0,170000.0,167000.0
Apartment,Gozo,Gozo - Ghajnsielem,3.0,Unclassified,20,2.0,105.0,12.0,117000.0,265000.0,166500.0
Apartment,Gozo,Gozo - Xaghra,2.0,Plan,3,2.0,92.0,31.0,135000.0,201000.0,166000.0
Apartment,South,Marsaxlokk,1.0,Unclassified,2,1.0,67.5,8.5,156000.0,175500.0,165750.0
Apartment,Central,Hamrun,1.0,Unclassified,6,1.0,73.5,9.0,165000.0,225000.0,165000.0
Apartment,West,Rabat,1.0,Unclassified,3,1.0,66.0,6.0,160000.0,170000.0,165000.0
Apartment,South,Marsa,2.0,Unclassified,6,2.0,,,165000.0,201000.0,165000.0
Penthouse,Gozo,Gozo - Sannat,1.0,Plan,2,1.0,76.5,25.0,155000.0,175000.0,165000.0
Apartment,North,Saint Paul's Bay,1.0,Finished,19,1.0,60.0,2.0,135000.0,350000.0,165000.0
Apartment,Central,Qormi,1.0,Plan,11,1.0,63.0,6.0,140000.0,239000.0,165000.0
Apartment,South,Marsa,2.0,Finished,16,2.0,83.0,7.0,154000.0,201000.0,165000.0
Apartment,Gozo,Gozo - Victoria,2.0,Shell,4,2.0,0.0,19.0,161000.0,166000.0,165000.0
Apartment,Gozo,Gozo - Xewkija,3.0,Plan,11,2.0,124.0,14.0,114000.0,268000.0,165000.0
Apartment,East,Pieta,1.0,Plan,18,1.0,50.0,6.0,130000.0,235000.0,165000.0
Penthouse,South,Fgura,1.0,Shell,2,1.5,,,155000.0,174000.0,164500.0
Apartment,Gozo,Gozo - Xaghra,3.0,Shell,8,2.0,133.0,18.0,120000.0,242000.0,164500.0
Apartment,Gozo,Gozo - Sannat,3.0,Shell,10,2.0,111.0,14.0,122000.0,213000.0,164000.0
Apartment,Gozo,Gozo - Qala,2.0,Shell,6,2.0,50.5,7.5,121000.0,301000.0,164000.0
Apartment,Gozo,Gozo - Nadur,2.0,Plan,2,2.0,85.0,4.0,150000.0,175000.0,162500.0
Penthouse,South,Paola,1.0,Shell,8,1.0,60.0,14.5,128000.0,170000.0,162500.0
Apartment,South,Zurrieq,1.0,Finished,6,1.0,84.0,6.0,155000.0,175000.0,162250.0
Apartment Duplex,South,Zabbar,1.0,Finished,3,1.0,55.0,21.0,160000.0,200000.0,162000.0
Apartment,South,Marsa,2.0,Shell,2,2.0,87.0,8.0,160000.0,164000.0,162000.0
Apartment,Central,Hamrun,2.0,Shell,15,2.0,85.5,7.0,108000.0,220000.0,161500.0
Apartment,Gozo,Gozo - Qala,3.0,Unclassified,17,2.0,104.0,9.6,152000.0,338000.0,161000.0
Apartment,Gozo,Gozo - Qala,3.0,Shell,5,2.0,0.0,10.0,157000.0,285000.0,161000.0
Penthouse,South,Marsa,1.0,Finished,5,1.0,59.0,22.0,159500.0,218000.0,160000.0
Apartment,North,Bugibba,1.0,Finished,5,1.0,,,159000.0,185000.0,160000.0
Apartment,Gozo,Gozo - Xewkija,3.0,Shell,13,3.0,125.0,20.0,127000.0,218000.0,160000.0
Apartment,East,Msida,1.0,Shell,15,1.0,45.0,5.0,130000.0,201970.0,160000.0
Apartment,West,Rabat,1.0,Plan,5,1.0,50.0,6.0,160000.0,170000.0,160000.0
Apartment,Gozo,Gozo - Xlendi,3.0,Finished,3,2.0,,,135000.0,160000.0,160000.0
Apartment,East,Pieta,1.0,Finished,24,1.0,56.0,2.0,133000.0,208000.0,160000.0
Apartment,East,Pieta,1.0,Unclassified,5,1.0,57.0,10.0,150000.0,165000.0,160000.0
Apartment,North,Saint Paul's Bay,1.0,Furnished,7,1.0,78.0,12.0,133000.0,510000.0,159000.0
House of Character,South,Tarxien,1.0,Furnished,2,1.5,35.0,24.0,122000.0,195000.0,158500.0
Apartment,Gozo,Gozo - Sannat,2.0,Unclassified,13,2.0,96.0,5.5,154000.0,183000.0,158000.0
Apartment,North,Bugibba,1.0,Unclassified,8,1.0,55.0,7.15,115000.0,191000.0,156575.0
Apartment,Gozo,Gozo - Xlendi,2.0,Furnished,2,1.0,52.0,6.0,144000.0,168000.0,156000.0
Apartment,Gozo,Gozo - Xaghra,1.0,Shell,7,1.0,0.0,4.0,117000.0,180000.0,155000.0
Apartment,Gozo,Gozo - Munxar,3.0,Finished,11,2.0,,,150000.0,215000.0,155000.0
Apartment,South,Zabbar,1.0,Plan,3,1.0,,,150000.0,160000.0,155000.0
Apartment,South,Zurrieq,1.0,Unclassified,3,1.0,,,155000.0,192000.0,155000.0
Apartment,East,Pieta,1.0,Shell,20,1.0,53.0,4.0,128000.0,173000.0,154000.0
Apartment,South,Paola,2.0,Shell,15,2.0,81.0,11.0,130000.0,186000.0,154000.0
Apartment,South,Marsa,2.0,Plan,6,2.0,,,149000.0,158000.0,153500.0
Apartment,Central,Hamrun,1.0,Finished,20,1.0,62.0,6.0,127000.0,202000.0,152500.0
Apartment,North,Bugibba,2.0,Plan,6,2.0,102.0,18.0,150000.0,185000.0,152500.0
Apartment,Central,Santa Venera,1.0,Shell,3,1.0,57.5,4.0,152000.0,170000.0,152000.0
Apartment,South,Zabbar,2.0,Shell,12,2.0,95.0,7.0,147000.0,213000.0,151500.0
Apartment,Gozo,Gozo - Victoria,2.0,Unclassified,7,2.0,117.0,14.0,129000.0,188000.0,151000.0
Apartment,South,Paola,1.0,Finished,27,1.0,0.0,10.0,115000.0,186000.0,150000.0
Apartment,South,Zejtun,1.0,Finished,2,1.0,52.0,13.0,148000.0,152000.0,150000.0
Apartment,South,Paola,1.0,Unclassified,6,1.0,51.5,10.5,150000.0,150000.0,150000.0
Apartment,South,Fgura,1.0,Finished,13,1.0,52.5,12.5,149000.0,175000.0,150000.0
Apartment,South,Ghaxaq,1.0,Shell,2,6.0,,,122000.0,177000.0,149500.0
Apartment,South,Cospicua,1.0,Furnished,2,1.0,55.0,5.0,139000.0,157300.0,148150.0
Apartment,Gozo,Gozo - Marsalforn,3.0,Unclassified,2,1.5,105.0,50.0,145000.0,150000.0,147500.0
Apartment,Gozo,Gozo - Fontana,2.0,Plan,3,2.0,97.0,8.0,141000.0,170000.0,147000.0
Apartment,Gozo,Gozo - Xlendi,1.0,Unclassified,2,1.0,58.5,21.5,145000.0,145000.0,145000.0
Penthouse,South,Paola,1.0,Finished,3,1.0,54.0,22.0,133000.0,213000.0,145000.0
Penthouse,Gozo,Gozo - Marsalforn,1.0,Shell,2,1.0,29.0,11.0,128000.0,160000.0,144000.0
Apartment,Gozo,Gozo - Nadur,2.0,Unclassified,4,2.5,88.78,5.36,141000.0,230000.0,143500.0
Apartment,Gozo,Gozo - Sannat,3.0,Finished,3,3.0,87.0,8.0,138000.0,320000.0,143000.0
Apartment,Gozo,Gozo - Ghajnsielem,3.0,Shell,14,2.0,104.0,8.0,116000.0,185000.0,142000.0
Apartment,Gozo,Gozo - Kercem,3.0,Unclassified,2,2.0,,,139000.0,142000.0,140500.0
Apartment,South,Fgura,1.0,Unclassified,4,1.0,55.7,5.4,140000.0,185000.0,140000.0
Apartment,Gozo,Gozo - Xaghra,2.0,Shell,13,2.0,94.5,2.0,124000.0,187000.0,140000.0
Apartment,Gozo,Gozo - Sannat,2.0,Plan,16,2.0,88.5,9.0,120000.0,255000.0,140000.0
Apartment,Gozo,Gozo - Munxar,2.0,Finished,3,2.0,,,135000.0,155000.0,140000.0
Apartment Duplex,Central,Hamrun,1.0,Finished,2,1.0,,,125000.0,148300.0,136650.0
Apartment,South,Paola,1.0,Shell,21,1.0,57.0,4.0,109000.0,210000.0,133000.0
Apartment,Gozo,Gozo - Xaghra,1.0,Unclassified,3,1.0,56.06,3.08,124000.0,147000.0,132000.0
Apartment,Gozo,Gozo - Marsalforn,1.0,Shell,3,1.0,36.0,6.0,119000.0,142000.0,131000.0
Apartment,Central,Birkirkara,1.0,Shell,11,1.0,61.0,9.0,130000.0,212000.0,130500.0
Apartment,Gozo,Gozo - Xewkija,2.0,Shell,7,2.0,85.0,5.0,125000.0,139000.0,130000.0
Apartment,Gozo,Gozo - Marsalforn,2.0,Unclassified,3,2.0,111.0,17.0,123000.0,183000.0,126000.0
Apartment,Central,Hamrun,1.0,Shell,13,1.0,55.0,4.0,102000.0,154000.0,111000.0
Apartment,Gozo,Gozo - Sannat,1.0,Unclassified,2,1.0,60.0,4.88,106500.0,109500.0,108000.0
Apartment,Gozo,Gozo - Xewkija,1.0,Unclassified,2,1.0,55.81,3.15,97000.0,100000.0,98500.0
