Is_Sale,Source,Reference,Town,Type,Stage,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
True,Sara Grech,W-02OTHL,Zurrieq,House of Character,Unclassified,4,2,,225,,750000
True,Sara Grech,W-02I5YO,Naxxar,Apartment,Unclassified,4,2,170,160,10,370000
True,Sara Grech,W-02PU3S,Attard,House of Character,Furnished,3,2,65,183,,535000
True,Sara Grech,W-02IYEL,Mellieha,Bungalow,Furnished,3,6,1246,1125,,5200000
True,Sara Grech,W-02OZEJ,Senglea,Townhouse,Furnished,3,2,,,,390000
True,Sara Grech,W-02NY10,Sliema,Apartment,Furnished,3,3,,195,,750000
True,Sara Grech,W-02MMU6,Madliena,Villa,Shell,3,5,520,384,328,2200000
True,Sara Grech,W-02OUP0,Senglea,Palazzo,Unclassified,3,3,160,430,,1350000
True,Sara Grech,W-02KH1D,Cospicua,Townhouse,Furnished,3,4,,,,485000
True,Sara Grech,W-02PVPN,St.Pauls Bay,Private Maisonette,Plan,2,2,,100,,265000
True,Sara Grech,W-02MMVX,Sliema,Apartment,Unclassified,3,2,,200,,770000
True,Sara Grech,SA446510,Sliema,Apartment,Unclassified,3,3,240,210,30,1070000
True,Sara Grech,W-02NA42,Zabbar,Townhouse,Shell,3,4,127,201,50,445000
True,Sara Grech,W-02NY7J,Zejtun,Townhouse,Furnished,2,2,90,140,,350000
True,Sara Grech,W-02P7VU,Balzan,Penthouse,Finished,4,4,,184,75,795000
True,Sara Grech,W-02J1O3,Zurrieq,House of Character,Furnished,4,3,3300,1100,,2115000
True,Sara Grech,W-02P4ME,Sliema,Apartment,Furnished,2,1,,110,,350000
True,Sara Grech,W-02MJ9Z,Balzan,Townhouse,Furnished,3,4,400,426,126,1695000
True,Sara Grech,W-02LYDG,Ghaxaq,Penthouse,Unclassified,3,2,,35,,475000
True,Sara Grech,ST445881,Balzan,Townhouse,Furnished,2,2,100,170,15,330000
True,Sara Grech,W-02Q8LO,Sliema,Apartment,Unclassified,3,2,,123,,690000
True,Sara Grech,W-0201BS,Gudja,Bungalow,Unclassified,3,2,1800,180,,1900000
True,Sara Grech,W-02OX8O,San Pawl Tat-Targa,Villa,Finished,3,3,306,239,65,1690000
True,Sara Grech,W-02Q3IH,San Gwann,Villa,Unconverted,3,2,351,240,,1060000
True,Sara Grech,W-02OE6C,Qormi,Private Maisonette,Unclassified,3,2,,144,,495000
True,Sara Grech,W-02PG1X,Cospicua,Townhouse,Furnished,3,2,,,,320000
True,Sara Grech,W-02QAEL,Bahar Ic Caghaq,Maisonette,Furnished,2,2,,120,,375000
True,Sara Grech,W-02MWNM,Sliema,Apartment,Furnished,3,2,,92,,375000
True,Sara Grech,W-02OV0P,Rabat,Penthouse,Finished,2,2,,100,75,475000
True,Sara Grech,W-02OBRU,Sliema,Apartment,Furnished,3,2,,143,,1200000
True,Sara Grech,W-02MMU9,Madliena,Villa,Shell,4,6,550,386,328,2300000
True,Sara Grech,W-02OUWG,Luqa,Penthouse,Shell,2,2,,90,30,330000
True,Sara Grech,SSDV448650,Madliena,Semi Detached Villa,Unclassified,4,5,450,500,300,2500000
True,Sara Grech,W-02OUW3,Luqa,Apartment,Shell,3,2,,111,10,300000
True,Sara Grech,W-02ITH1,B'Kara,House of Character,Furnished,3,3,,,,335000
True,Sara Grech,W-02PJP4,Gzira,Penthouse,Furnished,2,1,,80,,370000
True,Sara Grech,W-02J8EQ,Floriana,Maisonette,Furnished,,,,285,,1100000
True,Sara Grech,W-02IKJC,Mellieha,Penthouse,Plan,3,2,,166,,1280000
True,Sara Grech,W-02LH9V,Balzan,Maisonette,Plan,3,2,,169,,370000
True,Sara Grech,W-02MKUO,Swieqi,Penthouse,Plan,2,2,130,105,25,385000
True,Sara Grech,W-01OJEJ,Mgarr (Gozo),Apartment,Plan,3,1,,,,435000
True,Sara Grech,W-02ETT9,Attard,Penthouse,Finished,2,2,,81,34,425000
True,Sara Grech,W-02ETOJ,Attard,Maisonette,Unclassified,3,1,,113,33,360000
True,Sara Grech,W-02ETT2,Attard,Apartment,Unclassified,3,2,128,117,11,360000
True,Sara Grech,W-02MJ4L,Zurrieq,Terraced House,Plan,3,2,220,,,800000
True,Sara Grech,W-02EBBM,Mosta,Penthouse,Finished,2,2,,69,44,350000
True,Sara Grech,W-02ML4P,Xaghra (Gozo),Townhouse,Unclassified,5,5,110,240,,370000
True,Sara Grech,W-02LIPS,B'Kara,Townhouse,Unclassified,3,2,,92,,450000
True,Sara Grech,W-02HKU4,B'Kara,Penthouse,Finished,2,2,,119,33,300000
True,Sara Grech,W-02OB70,Naxxar,Townhouse,Furnished,3,3,100,237,,595000
True,Sara Grech,SM448312,Naxxar,Maisonette,Furnished,3,2,160,120,40,370000
