Is_Sale,Source,Reference,Town,Type,Stage,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
True,Belair,307334,Birkirkara,Townhouse,Unclassified,3,2,115,,,225000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,505081,Mosta,Penthouse,Finished,1,1,87,,,239000
True,Belair,504040,Gwardamangia,Apartment,Furnished,3,2,100,,,235000
True,Belair,505384,San Gwann,Apartment,Unclassified,3,2,141,,,230000
True,Belair,307334,Birkirkara,Townhouse,Unclassified,3,2,115,,,225000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,802269,Sliema,Apartment,Plan,2,2,115,,,750000
True,Belair,501168,Kalkara,Duplex Apartment,Furnished,2,3,125,,,750000
True,Belair,801968,Zurrieq,House of Character,Unclassified,5,2,90,,,750000
True,Belair,700702,Senglea (L-Isla),Townhouse,Finished,3,3,80,,,750000
True,Belair,802271,Sliema,Apartment,Plan,2,2,115,,,750000
True,Belair,135949,Mellieha,Penthouse,Plan,3,3,199,,,755000
True,Belair,505333,Madliena,Duplex Penthouse,Shell,3,4,250,,,770000
True,Belair,802273,Sliema,Apartment,Plan,2,2,115,,,775000
True,Belair,700253,Balzan,Townhouse,Unclassified,3,4,200,,,795000
True,Belair,305668,"Madliena, Madliena Village",Apartment,Plan,3,3,199,,,825000
True,Belair,500959,Xemxija,Penthouse,Finished,3,2,200,,,850000
True,Belair,306639,Sliema,Apartment,Furnished,2,2,117,,,850000
True,Belair,801385,St Julians,Townhouse,Unclassified,3,2,120,,,850000
True,Belair,307729,Sliema,Apartment,Furnished,2,2,115,,,850000
True,Belair,503237,Bahar Ic-Caghaq,Duplex Penthouse,Finished,3,2,240,,,850000
True,Belair,503194,Kappara,Semi-detached Villa,Unclassified,3,2,180,,,850000
True,Belair,135486,Sliema,Apartment,Furnished,3,2,150,,,875000
True,Belair,505082,Gharghur,House of Character,Furnished,3,2,230,,,880000
True,Belair,505178,Swieqi,Duplex Maisonette,Finished,3,3,150,,,895000
True,Belair,700641,Mellieha,Townhouse,Furnished,4,4,120,,,920000
True,Belair,503126,Madliena,Duplex Penthouse,Finished,3,3,215,,,935000
True,Belair,137468,Gharghur,Townhouse,Finished,3,3,266,,,950000
True,Belair,701975,Gudja,Townhouse,Furnished,3,3,280,,,950000
True,Belair,307894,Zebbug,Townhouse,Finished,3,2,138,,,980000
True,Belair,307518,Kappara,Fully-detached Villa,Furnished,3,2,365,,,990000
True,Belair,307462,Swieqi,Semi-detached Villa,Unclassified,3,2,324,,,990000
True,Belair,305754,Sliema,Townhouse,Unclassified,5,2,250,,,998000
True,Belair,505345,Zebbug,Land with Room/s,Furnished,0,0,9000,,,1000000
True,Belair,132559,Sliema,Townhouse,Furnished,7,7,150,,,1000000
True,Belair,306898,Sliema,Penthouse,Finished,3,4,250,,,1000000
True,Belair,504948,Kappara,Fully-detached Villa,Furnished,5,5,500,,,1050000
True,Belair,700881,Zebbug,Townhouse,Finished,6,3,500,,,1060000
True,Belair,803085,San Pawl Tat-Targa,Fully-detached Villa,Furnished,3,2,297,,,1070000
True,Belair,700848,Floriana,Independent Offices,Furnished,,,287,,,1100000
True,Belair,701794,Sliema,Townhouse,Unclassified,7,4,160,,,1100000
True,Belair,504359,Ghaxaq,House of Character,Furnished,4,2,350,,,1190000
True,Belair,800518,"Sliema, Tigne Point",Apartment,Plan,3,2,166,,,1250000
True,Belair,504674,Sliema,Apartment,Furnished,4,3,390,,,1290000
True,Belair,305425,Mosta,House of Character,Unclassified,4,3,700,,,1350000
True,Belair,504575,"St. Julians, Portomaso",Apartment,Plan,4,4,229,,,1350000
True,Belair,134752,"St. Julians, Portomaso",Apartment,Plan,2,2,166,,,1420000
